Country Name,Country Code,Series Name,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Yemen, Rep.",YEM,植物种类受威胁物种,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,163,..,..
"Yemen, Rep.",YEM,净移民,..,-360993,..,..,..,..,-75000,..,..,..,..,-50000,..,..,..,..,-50000,..,..,..,..,607781,..,..,..,..,-100000,..,..,..,..,-112150,..,..,..,..,-65768,..,..,..,..,-75010,..,..,..,..,-150000,..,..,..
"Yemen, Rep.",YEM,与战斗有关的死亡人数,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1489,..,..,..,..,..,..,..,..,..,..,..,..,..,21,94,175,1140,2330,582,1660,6716,2846,2733,4505,1703,2363
"Yemen, Rep.",YEM,按非传染性疾病分列的死亡原因(占总数的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.25724814,..,..,..,..,..,..,..,..,..,51.27381357,..,..,..,..,50.0367984,..,..,..,50.36169685,..
"Yemen, Rep.",YEM,按传染病、产妇、产前和营养状况分列的死亡原因(占总数的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.97373194,..,..,..,..,..,..,..,..,..,37.02030301,..,..,..,..,32.10416696,..,..,..,30.14559271,..
"Yemen, Rep.",YEM,通货膨胀，消费价格(年%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,29.41176471,35.75229802,49.39415538,55.08110687,30.73373327,2.176726674,5.976508521,8.660219494,4.59,11.91159129,12.23853394,10.8323607,12.51509515,11.81126394,10.84479869,7.90511779,18.97625743,5.407760981,11.17483386,19.54356171,9.885387145,10.96844215,8.104725836,..,..,..,..,..,..
"Yemen, Rep.",YEM,通货膨胀，GDP平减指数(年度%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.99621241,13.17174534,16.37590786,20.78436444,45.74334276,36.7700879,13.28251411,-8.33762803,33.46257595,23.55203431,2.655142976,8.642716426,10.88021633,14.10556244,18.48688033,13.63209397,10.89503016,20.37774624,-8.70527002,23.61629202,18.11356429,5.893274544,9.209066078,7.163193109,46.47625123,0.134410844,18.55356617,14.85366497,..,..
"Yemen, Rep.",YEM,水资源紧张程度:淡水开采占可用淡水资源的比例,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,143.6,..,..,..,..,154.7428571,..,..,..,..,164.5904762,..,..,..,..,169.7619048,..,..,..,..,169.7619048,..,..,..,..,169.7619048,..,..,..
"Yemen, Rep.",YEM,至少使用基本饮用水服务的人数(占人口的百分比),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.87907101,41.10933094,41.34313118,42.59650093,43.76982236,44.92921454,46.07582758,47.20912185,48.32899223,49.43532307,50.5280088,51.60659784,52.67101686,53.72152328,54.75738079,55.77886863,56.78561942,57.77759796,58.75449134,59.71657902,60.66356984
"Yemen, Rep.",YEM,CO2排放量（kt）,216.353,253.023,326.363,370.367,605.055,729.733,865.412,949.753,1045.095,1195.442,1360.457,1958.178,2489.893,2948.268,3157.287,3153.62,3355.305,3406.643,3498.318,6640,8500,9130,8120,8480,9870,10080,10850,11730,13170,13890,15080,15140,17400,18400,19380,19410,20630,22010,25650,23990,20690,19680,26350,26710,14210,10880,10060,9310,..,..
"Yemen, Rep.",YEM,调整后的人均净国民收入(当前美元),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,390.9103357,383.823497,427.2563848,325.5155736,205.1263588,188.1109914,239.6246987,288.8630664,289.9676694,302.4545195,328.5130102,361.3834456,385.8941413,401.934848,436.8521492,484.1381197,573.7169468,671.8363395,800.2445674,856.70647,992.7255574,1031.86173,1183.885561,1368.310089,1422.279279,1470.812601,1085.281325,914.7836229,783.4165148,745.8931547,..
"Yemen, Rep.",YEM,国内流离失所者，与灾害有关的新流离失所者(个案数),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22000,..,1000,..,..,10000,..,83000,45000,13,18000,31000,223000
"Yemen, Rep.",YEM,农业、林业和渔业，增加值(占GDP的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.38114028,23.12413417,24.17753092,22.55313933,24.96181437,20.53383296,16.72812731,16.19140214,19.56341434,16.43482929,13.74489147,14.10468699,13.3403856,12.87680639,11.73093608,10.55234344,10.14753557,9.855416829,8.700804559,10.02131756,8.162181415,8.533169223,8.43814382,7.867396368,7.819414895,7.104681636,7.091384546,6.024135519,5.000962579,5.000962233,5.000962233
"Yemen, Rep.",YEM,总水资源生产率(恒定值2015年每立方米总淡水采出量的GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.122586335,..,..,..,..,10.9326951,..,..,..,..,12.95350664,..,..,..,..,15.2508946,..,..,..,..,15.80389349,..,..,..,..,10.24261252,..,..,..
"Yemen, Rep.",YEM,高技术出口(当前美元),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,382625,398148,678968,584721,2668283,1319726,3030318,..,..,..,..,..
"Yemen, Rep.",YEM,使用互联网的个人(占人口的百分比),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0.000621081,0.015025295,0.023323243,0.056628675,0.082500387,0.090802459,0.518796032,0.6047341,0.881222989,1.048597934,1.247824049,5.01,6.89,9.96,12.35,14.905,17.4465,20,22.55,24.08540947,24.57920836,26.71835477,..,..,..
"Yemen, Rep.",YEM,科技期刊文章,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.83,42.49,27.13,33.84,41.15,48.32,54.68,45.48,62.28,83.94,101.77,105.17,106.85,118.75,139.9,107.34,119.49,126.37,137.44,..,..
"Yemen, Rep.",YEM,森林面积(占土地面积的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809,1.039831809
"Yemen, Rep.",YEM,耕地面积(占土地面积的百分比),2.538022994,2.547493229,2.556963464,2.566433699,2.581586075,2.581586075,2.581586075,2.585374169,2.587268216,2.587268216,2.59105631,2.59105631,2.59105631,2.59105631,2.598632498,2.598632498,2.606208686,2.606208686,2.60999678,2.884633597,2.894103832,2.60999678,3.072144251,3.081614486,3.092978768,3.119495426,3.043733545,2.962289524,2.930090725,2.926302631,2.776672917,2.680076519,2.371346857,2.509612289,2.437638502,2.602420592,2.585374169,2.358088528,2.217929049,2.44521469,2.198988579,2.2804326,2.274750459,2.184972631,2.154667879,2.075496714,2.079095403,2.079095403,..,..
"Yemen, Rep.",YEM,农业用地(占土地面积的百分比),44.36994526,44.39077978,44.40025001,44.40972025,44.43434286,44.43434286,44.43434286,44.43813095,44.440025,44.440025,44.4438131,44.4438131,44.4438131,44.4438131,44.45328333,44.45328333,44.47032975,44.47032975,44.47411785,44.74875466,44.7582249,44.47411785,44.93626532,44.94573555,44.95709984,44.99308673,44.92679508,44.8510332,44.82830464,44.83019869,44.69003921,44.80557607,44.50063451,44.61806542,44.55366782,44.75064871,44.75064871,44.54230354,44.41919048,44.65973445,44.41919048,44.51199879,44.50821069,44.41843287,44.38244597,44.29380457,44.29740326,44.29740326,..,..
Zimbabwe,ZWE,电力供应(占人口百分比),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2,31.16366768,28.1,31.94857979,32.33729553,32.72261047,33.1038475,38.4,33.85070419,34.21405029,34.2,34.91470718,35.24966049,35.57295227,37.2,36.1982193,36.51251221,43.36908187,40.45818329,36.9,44,38.3363533,32.3,33.7,39.67622757,40.14428329,40.61635971,41.08910751,..
Zimbabwe,ZWE,谷物产量(每公顷公斤),1391.9,1637,961.3,1485.5,1360.2,1394.1,1475.9,1378.9,1144.2,1186.1,1749.6,1139.6,633.6,790.4,1868.8,1694.3,853.8,1591.4,1509.6,1625.4,1336,412.1,1502,1134.6,548.2,1258.7,1054.3,1016.6,1069,1159.6,1194,539.2,795.4,1206,653.8,934.3,806.8,309.7,452.4,733.7,587.7,696.4,669.3,824.4,558.6,435.1,622,579.1,..,..
Zimbabwe,ZWE,GDP (美元）,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,9665793300,12041655200,14101920300,17114849900,19091020000,19495519600,19963120600,20548678100,17584890937,18115543791,19284289739,18051170799
Zimbabwe,ZWE,年淡水取水量，总计(亿立方米),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.22,..,..,..,..,2.215,..,..,..,..,3.21,..,..,..,..,4.205,..,..,..,..,3.57,..,..,..,..,3.460625,..,..,..,..,3.339,..,..,..
Zimbabwe,ZWE,总人口,5476978,5673914,5877725,6085078,6293875,6502566,6712825,6929663,7160021,7408630,7675582,7958239,8254746,8562259,8877489,9200150,9527202,9849129,10153852,10432409,10681008,10900511,11092775,11261752,11410721,11541215,11653254,11747079,11822722,11881482,11923906,11954293,11982219,12019911,12076697,12155496,12255920,12379553,12526964,12697728,12894323,13115149,13350378,13586710,13814642,14030338,14236599,14438812,14645473,14862927
Zimbabwe,ZWE,温室气体排放总量(二氧化碳当量kt),21404.869,21231.4,23156.252,22589.525,22661.632,23324.956,23276.589,22595.362,23746.361,22756.139,21833.451,22737.021,22613.69,21986.067,23895.775,26007.141,28160.267,29369.643,30264.471,32580,32880,33690,30150,29890,29750,31660,30650,31910,34370,31810,32170,29180,26480,26360,26760,25680,26090,24150,25170,28080,30550,30780,30860,29350,31280,29120,28800,31380,..,..
Zimbabwe,ZWE,人均国内生产总值(美元),397.7953353,471.9369028,563.0330783,654.4141916,694.5324939,664.1027557,650.1557988,627.9671176,723.1067339,901.4984147,1043.748057,1073.064116,940.557953,741.8750005,635.0060586,675.8067749,707.57554,793.4492583,816.0767657,841.9739583,809.0511401,619.3720826,591.7196824,611.8652764,623.2095851,741.0958552,731.947626,544.9838381,580.0705709,563.0575041,568.3862905,530.5304463,478.0076044,482.9984515,476.5554025,447.8547399,431.7872587,356.6932344,771.5990323,948.331481,1093.653409,1304.968011,1429.998461,1434.896277,1445.069702,1464.588957,1235.189032,1254.642265,1316.740657,1214.50982
Zimbabwe,ZWE,鸟类受威胁物种,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19,..,..
Zimbabwe,ZWE,哺乳动物受威胁物种,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..
Zimbabwe,ZWE,鱼类受威胁物种,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..
Zimbabwe,ZWE,植物种类受威胁物种,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52,..,..
Zimbabwe,ZWE,净移民,..,-45547,..,..,..,..,-152283,..,..,..,..,99068,..,..,..,..,84354,..,..,..,..,-298236,..,..,..,..,-524671,..,..,..,..,-697817,..,..,..,..,-512676,..,..,..,..,-622997,..,..,..,..,-584288,..,..,..
Zimbabwe,ZWE,与战斗有关的死亡人数,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,按非传染性疾病分列的死亡原因(占总数的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.00938647,..,..,..,..,..,..,..,..,..,28.87803966,..,..,..,..,36.94654898,..,..,..,39.25822757,..
Zimbabwe,ZWE,按传染病、产妇、产前和营养状况分列的死亡原因(占总数的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.63710938,..,..,..,..,..,..,..,..,..,61.98209664,..,..,..,..,51.24790869,..,..,..,47.64730062,..
Zimbabwe,ZWE,通货膨胀，消费价格(年%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.022670025,3.466129728,3.725326661,1.634950415,-0.19778481,-2.430968424,-1.543669601,0.893962316,10.61886587,..,..
Zimbabwe,ZWE,通货膨胀，GDP平减指数(年度%),6.163253905,13.45356951,20.45065594,12.85375527,11.93375313,-1.667908491,8.509999101,2.481225725,15.18072993,12.74093493,6.599081145,3.858761985,-10.50150468,-16.59474773,-17.01665902,8.025883095,7.189361312,7.785116695,0.79293287,-0.920431046,-6.777300063,-14.12965833,-3.791122172,-3.895672593,3.038538292,8.984383325,-2.879048133,-27.04864928,8.006813278,0.627900034,-0.130890201,2.712950297,8.801275563,7.611524353,5.136601077,-2.017678703,0.894886848,1.349222474,95.40865975,4.098404937,2.55317575,4.028576874,9.370602888,-0.252140994,0.607813919,2.160992696,2.437607639,59.80335555,440.829791,558.5600237
Zimbabwe,ZWE,水资源紧张程度:淡水开采占可用淡水资源的比例,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.45324822,..,..,..,..,20.79421705,..,..,..,..,30.13518588,..,..,..,..,39.47615471,..,..,..,..,33.5148329,..,..,..,..,32.48803042,..,..,..,..,31.34622606,..,..,..
Zimbabwe,ZWE,至少使用基本饮用水服务的人数(占人口的百分比),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.86938743,72.01604918,71.70607087,71.21101553,70.68706151,70.16310803,69.63880335,69.11454478,68.58996496,68.06548108,67.54071095,67.01607639,66.49118469,65.96647418,65.45410818,64.95492911,64.46896436,63.99662473,63.53877337,63.09495688,62.66645761
Zimbabwe,ZWE,CO2排放量（kt）,8742.128,8225.081,9281.177,9057.49,8320.423,10868.988,9299.512,9295.845,9449.859,9636.876,9435.191,8811.801,10461.951,9922.902,10263.933,13127.86,15240.052,16101.797,16186.138,16530,18300,18470,17080,15960,15480,14860,13830,14070,15820,13700,13900,12490,10180,9770,10510,9830,9760,7600,7750,9810,11490,12110,12360,12150,12400,10990,10230,12270,..,..
Zimbabwe,ZWE,调整后的人均净国民收入(当前美元),378.2400292,450.5578521,536.642111,622.2973463,660.7330523,625.8902472,611.2652059,597.2783698,684.2173533,847.8770694,997.3793247,1017.628329,894.0838824,708.1993496,603.6563771,639.1940062,665.995607,740.2094105,767.0544331,791.957276,754.3162704,570.7949689,547.3460413,554.8275269,561.7665218,674.3407806,655.0567472,477.0182052,510.6172631,482.7256472,494.0464381,452.3582115,391.7368303,381.3520644,370.5781993,317.4057884,309.8290433,241.3378502,584.9956714,722.2404518,798.4120686,989.8218129,1167.133941,1164.262622,1180.490702,1208.587656,1268.187512,1394.088773,1208.27987,..
Zimbabwe,ZWE,国内流离失所者，与灾害有关的新流离失所者(个案数),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44000,23000,800,400,10000,1100,52000,380
Zimbabwe,ZWE,农业、林业和渔业，增加值(占GDP的%),18.49472095,18.97019169,15.92594699,19.47164171,18.59710772,18.58865563,17.4806326,14.06929014,13.08537349,15.07753065,16.60812032,14.80851665,9.923921316,13.43657247,20.72656477,16.13588059,13.12382837,14.82531424,13.39882286,14.83204676,13.54690597,6.75157042,13.73790751,17.08007706,13.46596889,19.34262298,16.69573065,18.89032032,15.48126672,15.66706342,15.62707072,12.56836756,14.79335521,18.06379683,17.14823974,19.23011578,21.19768854,19.02107406,10.74255023,9.609863269,8.665865173,8.044517527,7.144479446,8.745304229,8.284246903,7.873985821,8.340968872,10.52095504,10.14365709,7.607100619
Zimbabwe,ZWE,总水资源生产率(恒定值2015年每立方米总淡水采出量的GDP),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.47149537,..,..,..,..,7.343930834,..,..,..,..,6.348790969,..,..,..,..,4.430755322,..,..,..,..,3.578438015,..,..,..,..,5.428182681,..,..,..,..,6.307054122,..,..,..
Zimbabwe,ZWE,高技术出口(当前美元),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58984635,7581241,9504794,8976852,20204902,18935956,12120907,11810010,13725166,11180303,9709357,27782789,8275258
Zimbabwe,ZWE,使用互联网的个人(占人口的百分比),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0.00173928,0.00768354,0.016790484,0.033080327,0.081648476,0.161675528,0.401433535,0.799846046,1.1,1.8,2.1,2.4,2.4,3,3.5,4,6.4,8.4,12,15.5,16.36473996,22.7428181,23.11998904,24.4,25,25.1,..
Zimbabwe,ZWE,科技期刊文章,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,231.01,213.85,165.61,180.57,138.17,139.5,172.45,185.25,125.81,117.14,151.36,147.07,202.94,223.58,273,268.98,313.8,340.45,359.33,..,..
Zimbabwe,ZWE,森林面积(占土地面积的%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48.66661497,48.54752488,48.42843479,48.30934471,48.19025462,48.07116453,47.95207445,47.83298436,47.71389427,47.59480419,47.4757141,47.35662401,47.23753393,47.11844384,46.99935375,46.88026367,46.76117358,46.64208349,46.52299341,46.40390332,46.28481324,46.16572315,46.04663306,45.92754298,45.80845289,45.6893628,45.57027272,45.45118263,45.33209254,45.21300246,45.09391237
Zimbabwe,ZWE,耕地面积(占土地面积的百分比),6.165180302,6.24272974,6.24272974,6.371978803,6.371978803,6.371978803,6.371978803,6.371978803,6.371978803,6.475378054,6.578777304,6.682176554,6.785575805,6.888975055,6.992374305,7.095773556,7.212097712,7.315496963,7.418896213,7.522295463,7.625694714,7.729093964,7.832493214,8.013441903,8.039291715,8.78893628,9.047434406,8.78893628,9.176683469,9.305932532,9.305932532,9.435181595,9.435181595,9.822928784,10.08142691,10.59842316,10.33992504,10.98617035,10.59842316,10.33992504,10.85692129,10.33992504,10.33992504,10.33992504,10.33992504,10.33992504,10.33992504,10.33992504,..,..
Zimbabwe,ZWE,农业用地(占土地面积的百分比),30.5932532,30.76127698,30.85175132,31.07147473,31.16194908,31.25242342,31.31704795,31.44629701,31.57554608,31.73064495,31.92451855,32.14424195,32.33811555,32.48028952,32.67416311,32.86803671,33.0619103,33.29455861,33.48843221,33.63060618,34.07005299,34.50949981,34.94894662,35.46594287,35.82784025,36.79720822,37.27284477,37.53392788,38.36112188,38.92981776,39.39511439,39.98966007,40.4549567,41.35970014,41.61819827,42.13519452,41.87669639,42.52294171,42.13519452,41.87669639,42.39369265,41.87669639,41.87669639,41.87669639,41.87669639,41.87669639,41.87669639,41.87669639,..,..
South Sudan,SSD,电力供应(占人口百分比),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,1.5,2.689738274,3.137244701,3.6088624,4.100572586,4.60835743,5.128197193,4.2,6.187970161,6.720535278,..
South Sudan,SSD,谷物产量(每公顷公斤),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,692.4,765.6,1253.7,733.9,737.3,734.5,741.5,..,..
South Sudan,SSD,GDP (美元）,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,..,..,..,..,..
South Sudan,SSD,年淡水取水量，总计(亿立方米),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.658,..,..,..,..,0.658,..,..,..
South Sudan,SSD,总人口,3575896,3661442,3750780,3844094,3941613,4041792,4144552,4253085,4371711,4502603,4646478,4799435,4953154,5096478,5220748,5328167,5419808,5485288,5511582,5492620,5420179,5305449,5185712,5111371,5118084,5221925,5411653,5661934,5933884,6199396,6447791,6688225,6935665,7213354,7535931,7907407,8315144,8736932,9142258,9508372,9830695,10113648,10355030,10554882,10715657,10832520,10910774,10975924,11062114,11193729
South Sudan,SSD,温室气体排放总量(二氧化碳当量kt),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28600,29500,31970,34000,35900,36610,39840,42820,46690,49460,53610,51640,55390,58000,60260,63490,62710,66310,67260,69380,68610,65180,66940,62550,59950,57410,58440,56020,58660,..,..
