GlobalID,Detection Date,Lab Status,Submission Date,Latitude,Longitude
{9ED9A420-7FB1-4CA1-97D1-BF13382D8E4D},2020-04-24 00:00:00,Negative ID,2020-04-25,47.70145,-117.15638
{0D27160B-9B8C-4966-89DE-F405557650F0},2020-04-26 00:00:00,Negative ID,2020-04-26,48.83241,-122.5931
{1DEF08E5-9842-4CB4-89BF-718AEDD39319},2020-04-26 00:00:00,Negative ID,2020-04-26,47.024366,-122.811665
{D1A5F20D-AE7B-413E-88E0-E26333EF95AA},2020-05-01 00:00:00,Negative ID,2020-05-01,46.632813,-122.971509
{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01 00:00:00,Negative ID,2020-05-01,47.014372,-122.814362
{ECB890B2-6230-437F-AC3D-D1E018AF344B},2020-05-02 00:00:00,Negative ID,2020-05-02,47.010366,-122.857981
{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24 00:00:00,Negative ID,2020-05-02,47.373462,-120.141581
{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25 00:00:00,Negative ID,2020-05-02,48.584053,-122.232279
{87EB2DA1-92A9-4926-AF24-0182F5AF7AD3},2020-05-03 00:00:00,Negative ID,2020-05-03,47.167341,-122.596678
{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11 00:00:00,Negative ID,2020-05-03,47.763623,-122.541143
{0D232BA7-97A5-4810-A7A6-A4F70BC16809},2019-05-20 00:00:00,Negative ID,2020-05-03,47.59787,-122.62958
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10 00:00:00,Negative ID,2020-05-03,46.579221,-119.005588
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833
{6505897D-C36D-4ABB-9165-7461D9FE29F4},2020-05-03 00:00:00,Negative ID,2020-05-03,47.875187,-117.453106
{501AF29E-0ED2-42A0-92FE-955FF7176A55},2020-05-03 00:00:00,Negative ID,2020-05-03,47.67176,-122.30735
{27256930-CEDE-4321-8C26-16ED0744E6C1},2019-08-25 00:00:00,Negative ID,2020-05-03,46.212198,-119.293372
{BF057831-EBCD-48C1-BADD-2DDB32C439DC},2019-06-01 00:00:00,Negative ID,2020-05-03,47.554623,-122.098662
{CA722DB4-2D93-4CD0-A319-A42E784CC3C0},2020-04-17 00:00:00,Negative ID,2020-05-03,47.781506,-122.686947
{7F602342-F6C3-4F09-853F-0B5D5376BD51},2020-05-03 00:00:00,Negative ID,2020-05-03,47.479726,-122.30849
{E34CEBC2-EC54-4D75-8B7E-489D54B3BFD8},2020-04-26 00:00:00,Negative ID,2020-05-03,45.63221,-122.67156
{C0B9DDF7-4394-4170-8056-E072CFE7986A},2019-07-28 00:00:00,Negative ID,2020-05-03,47.315424,-119.545603
{917739A8-89D2-47CB-9642-3F0EAB046F32},2020-05-03 00:00:00,Negative ID,2020-05-03,47.076417,-122.312839
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020-05-03 00:00:00,Negative ID,2020-05-03,46.73241,-117.15917
{E037BAA7-EBE8-4789-83DA-E1415236D544},2020-05-04 00:00:00,Negative ID,2020-05-04,47.635912,-122.702612
{0972B5CA-6F24-4E24-B5CD-FAFEFBFC4839},2020-05-04 00:00:00,Negative ID,2020-05-04,48.112992,-122.060976
{594772B5-C384-4EEA-B44A-FC1E00D98A3E},2019-07-11 00:00:00,Negative ID,2020-05-04,46.417813,-117.033198
{3488FC7A-3008-4961-87E5-4740124987B3},2020-05-01 00:00:00,Negative ID,2020-05-04,47.798705,-122.288636
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019-08-01 00:00:00,Negative ID,2020-05-04,45.586842,-122.300349
{92E31DB0-053B-4E16-B782-864287389C1F},2020-05-04 00:00:00,Negative ID,2020-05-04,47.598319,-122.318173
{B8D9F45D-B922-41BC-8726-94B66A3F5EF4},2020-04-22 00:00:00,Negative ID,2020-05-04,47.56519,-122.390535
{23DD2DDB-DAE3-4163-8BAD-4BA91CA0BFE0},2020-05-04 00:00:00,Negative ID,2020-05-04,47.662247,-117.287249
{839AB8A0-B647-4FD1-80FA-91FF73DB0119},2019-05-09 00:00:00,Negative ID,2020-05-04,47.203856,-124.200461
{5886B650-5ED3-4BF3-A1C2-E1438CC99ADE},2020-05-02 00:00:00,Negative ID,2020-05-04,45.65161,-121.954251
{2C0470B7-BF48-4EF5-AF7F-6D3975C62A7B},2020-05-04 00:00:00,Negative ID,2020-05-04,45.671347,-122.595696
{B885FD0C-1A1A-419B-A20B-DDD5DFF41569},2020-04-06 00:00:00,Negative ID,2020-05-04,48.278765,-122.647282
{8C9B4280-F211-4C09-8D04-5EF205143D06},2020-05-05 00:00:00,Negative ID,2020-05-05,48.288933,-122.682611
{DED1C461-15C9-4928-B3B8-05281569F3F4},2020-04-28 00:00:00,Negative ID,2020-05-05,47.698307,-122.205072
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},2020-05-10 00:00:00,Negative ID,2020-05-12,47.268189,-122.471635
{A250A974-215C-482C-9632-1B3ACCF750F1},2020-05-12 00:00:00,Negative ID,2020-05-12,48.040075,-122.42349
{F8DEFC50-89AA-4262-B7CA-40596FBE3FE3},2020-05-12 00:00:00,Negative ID,2020-05-12,48.260485,-117.749912
{77E72D82-CB2A-4D25-87E6-9656479B229E},2020-05-12 00:00:00,Negative ID,2020-05-12,47.00379,-123.40382
{2CE88ACB-6B4B-4357-91F1-813D079B5057},2020-05-13 00:00:00,Negative ID,2020-05-13,47.918493,-122.099645
{85411F65-B0D8-4D89-B654-684B14F3DE1F},2019-06-25 00:00:00,Negative ID,2020-05-13,47.84329,-120.02318
{79593AD4-D8F9-42AD-A56C-C8006EE5C083},2020-05-13 00:00:00,Negative ID,2020-05-13,47.617465,-122.333842
{27D48621-8C7D-4F96-8C16-EFA764D765E0},2020-05-13 00:00:00,Negative ID,2020-05-13,47.59173,-117.41351
{361ED665-26DC-4E76-9C4D-F27E37156B20},2020-05-13 00:00:00,Negative ID,2020-05-13,47.470068,-121.747172
{8B82354E-FA2F-40D9-A1AA-087FF730F9D6},2020-05-14 00:00:00,Negative ID,2020-05-14,48.75235,-122.47122
{85EFF589-E50D-49E7-A272-6864425FED7D},2020-05-14 00:00:00,Negative ID,2020-05-14,47.451139,-122.267277
{D3A8553C-5770-4D61-B320-F399D9FD502D},2020-05-14 00:00:00,Negative ID,2020-05-14,48.137842,-122.792983
{BD522791-708B-4E9B-9225-64016C6A42D5},2020-05-14 00:00:00,Negative ID,2020-05-14,47.2022,-122.24
{37CABA69-C18F-49F8-B635-30527B27DF75},2020-05-14 00:00:00,Negative ID,2020-05-14,48.237543,-122.156276
{C9DBB526-48A0-4587-BEDA-1ED6E8986491},2020-05-15 00:00:00,Negative ID,2020-05-15,46.99703,-120.54872
{ABE7FBE3-52AB-4A7E-B8A4-80CA98D222D5},2020-05-15 00:00:00,Negative ID,2020-05-15,48.96534,-122.78823
{DBD031C3-15DE-4754-8687-DDEEF5BEDB00},2020-05-10 00:00:00,Negative ID,2020-05-15,46.053309,-122.042238
{333A00AF-45DA-471D-949B-1B2E890F1629},2020-05-16 00:00:00,Negative ID,2020-05-16,47.180628,-122.328275
{9EF77696-3393-4CA4-AF70-0C68223081C4},2020-05-16 00:00:00,Negative ID,2020-05-16,47.649989,-122.217316
{5A2A75DC-F234-4EC7-BD0C-05B04C8FF612},2020-05-15 00:00:00,Negative ID,2020-05-16,45.499195,-122.491135
{F7903CA6-8E9A-4888-9315-B17F6BB51430},2020-05-16 00:00:00,Negative ID,2020-05-16,47.600383,-120.639522
{1DD6C6A8-67B9-45FF-87CE-54D90DA080C0},2020-05-16 00:00:00,Negative ID,2020-05-16,47.66119,-122.077048
{6E333D31-44AC-4967-81EB-296DEBD792AF},2020-05-16 00:00:00,Negative ID,2020-05-16,47.435031,-122.201472
{DB7E2ADA-0840-4950-AA51-41CE12A06073},2020-05-16 00:00:00,Negative ID,2020-05-16,47.566393,-122.161371
{0CC58B63-70DC-4D7E-9E01-8945BBEE9EFC},2020-05-15 00:00:00,Negative ID,2020-05-16,47.483758,-120.341365
{9DC500C8-BEB8-47C5-80F8-A8BC8B9AFFB1},2020-05-17 00:00:00,Negative ID,2020-05-17,47.583325,-122.30953
{580BC9A7-7D8D-43C0-BDE4-A3B19A72BF34},2020-05-17 00:00:00,Negative ID,2020-05-17,47.385752,-122.040744
{7F558149-3C08-41B0-8E9E-0D8F91FF7DA9},2020-05-17 00:00:00,Negative ID,2020-05-17,47.81082,-117.595544
{46F2DF93-D93C-40F1-8D70-076D1541833A},2020-05-17 00:00:00,Negative ID,2020-05-17,47.23676,-122.865346
{C25A4B28-9A86-42B8-B756-D52AC7447CE8},2020-05-18 00:00:00,Negative ID,2020-05-18,47.703717,-122.360349
{320D9A71-5C04-4727-8A7F-46C41589A31F},2020-05-18 00:00:00,Negative ID,2020-05-18,47.702572,-122.062616
{AF57C655-CE29-410E-BC07-4BA8FE38968B},2020-05-18 00:00:00,Negative ID,2020-05-18,47.175633,-122.239197
{DF77D908-28A9-45FA-8CCF-F2B70CA13ACA},2020-05-18 00:00:00,Negative ID,2020-05-18,47.061606,-122.39733
{74F8B27E-3F95-43C0-883A-F5E0E0E465EA},2020-05-18 00:00:00,Negative ID,2020-05-18,47.384923,-122.045088
{72644655-4CED-47F3-8650-769E8E7ABAFB},2020-05-18 00:00:00,Negative ID,2020-05-18,48.767498,-122.488037
{F0642335-3D11-4537-9A87-BD1A7EAE7C7E},2020-05-15 00:00:00,Negative ID,2020-05-18,48.037585,-123.04359
{C89B4D6D-B885-4ED6-894A-365613131EFC},2020-05-19 00:00:00,Negative ID,2020-05-19,47.956833,-122.212831
{9D87F6E9-922C-4DCC-9E5E-10AA7D9BE1ED},2020-05-19 00:00:00,Negative ID,2020-05-19,47.63646,-122.372714
{0208D9EC-9652-4DFB-9313-8C25A534BB3B},2020-05-19 00:00:00,Negative ID,2020-05-19,47.461451,-120.309291
{EBE1A357-9859-4402-A0C5-18A1B42DF0BD},2020-05-19 00:00:00,Negative ID,2020-05-19,48.758247,-122.467509
{B823066B-82C1-4C49-BC4E-4CF626DD5A7E},2020-05-19 00:00:00,Negative ID,2020-05-19,47.62984,-120.68945
{5EA48A41-49D1-49CE-8608-565258D71F96},2020-05-19 00:00:00,Negative ID,2020-05-19,46.232395,-119.0982
{2BB2424F-4C49-445C-BB58-B9C21EA77B00},2020-05-20 00:00:00,Negative ID,2020-05-20,47.69733,-122.17461
{82ECA218-CD3B-4E45-A587-84162C61A7E9},2020-05-19 00:00:00,Negative ID,2020-05-20,47.057817,-122.403006
{D31D948B-CD47-44D3-875F-B02EDDE0F5A5},2020-05-18 00:00:00,Negative ID,2020-05-21,46.85289,-121.76037
{DBB3CD22-F603-4E7B-BA51-053FCE6459D8},2020-05-11 00:00:00,Negative ID,2020-05-21,46.52948,-122.48446
{68D64F48-5C75-4C16-B83D-13A9CA96C2A2},2020-05-11 00:00:00,Negative ID,2020-05-21,46.486978,-122.508845
{06A93A8D-9865-4855-8D92-044BF60A85A8},2020-05-20 00:00:00,Negative ID,2020-05-21,47.3074,-122.23041
{50990AC9-8FB6-499E-8E27-89629CF07A65},2020-05-22 00:00:00,Negative ID,2020-05-23,48.95716,-122.442328
{03A00CD2-54CC-4013-8D29-BD54E16CC891},2020-05-23 00:00:00,Negative ID,2020-05-23,47.666575,-122.282676
{292D9856-0879-438D-8D85-FA0A01E87EB8},2020-05-23 00:00:00,Negative ID,2020-05-23,47.897217,-122.526842
{05C71645-C894-45CE-ACE0-E0466E164568},2020-04-25 00:00:00,Negative ID,2020-05-24,47.480287,-122.162668
{17BB6545-E86B-4955-BB82-F1E148247B5B},2020-05-24 00:00:00,Negative ID,2020-05-24,47.982586,-122.101218
{403C9258-0BC5-475B-A0C1-0E72BC219BB0},2020-05-24 00:00:00,Negative ID,2020-05-24,48.84756,-122.59351
{223A9C91-C350-496A-AD91-CA1D97AFEFC9},2020-05-24 00:00:00,Negative ID,2020-05-24,48.875307,-122.579355
{A1783B0C-E764-4CB8-AA38-A110532F32B1},2020-05-24 00:00:00,Negative ID,2020-05-24,48.126189,-122.281148
{B5B7C730-96C7-4230-99E8-51706BF29342},2020-05-24 00:00:00,Negative ID,2020-05-25,47.19044,-122.29564
{8A796699-841D-40E5-B900-32E59E39D1A0},2020-05-07 00:00:00,Negative ID,2020-05-25,47.521385,-121.843014
{8C83050E-BEED-422E-9ABA-E8C95D5594E2},2020-05-25 00:00:00,Negative ID,2020-05-25,47.83283,-122.26675
{4BAC6129-9804-46FD-98A2-364D398CAD1D},2020-05-25 00:00:00,Negative ID,2020-05-25,46.323187,-124.007664
{99D34127-586A-4F6A-9BD9-4170A70882FB},2020-05-24 00:00:00,Negative ID,2020-05-25,48.699536,-122.481805
{7007C1F1-C7C8-48DF-8438-3065BCE98FAF},2020-05-25 00:00:00,Negative ID,2020-05-25,46.550968,-123.590329
{3F55105F-8A68-4CA0-A24C-C1DD5645768B},2020-05-24 00:00:00,Negative ID,2020-05-25,47.859524,-122.127766
{2214AB8F-7BC6-4DF7-A58A-C325991EDC5F},2020-05-25 00:00:00,Negative ID,2020-05-26,46.550579,-123.590433
{293AE081-3B5B-41A3-9A34-3C380D8348B4},2020-05-26 00:00:00,Negative ID,2020-05-26,48.872793,-122.316346
{63C0D27F-1BA6-462F-8C96-EC2A7EDD1802},2020-05-23 00:00:00,Negative ID,2020-05-27,47.733894,-122.361732
{41CC07E8-13EC-4553-8A86-E8B7F0BC221B},2020-05-27 00:00:00,Negative ID,2020-05-27,47.62984,-120.68945
{96776C02-217D-4013-9312-FF9092B9030D},2020-05-24 00:00:00,Negative ID,2020-05-27,48.6601,-123.396942
{AD56E8D0-CC43-45B5-B042-94D1712322B9},2020-05-27 00:00:00,Positive ID,2020-05-27,48.955587,-122.661037
{F28C6FFA-65E2-4E06-8027-97FBE9F4AA87},2020-05-26 00:00:00,Negative ID,2020-05-28,47.718381,-122.244582
{19EF9EEE-E287-4FB5-A318-944DAF38F00A},2020-05-27 00:00:00,Negative ID,2020-05-28,47.768386,-122.533587
{011FF7E9-147D-4FCA-A3B0-2340BE6A35B0},2020-03-02 00:00:00,Negative ID,2020-05-28,48.550103,-119.741725
{B6C75705-6AA7-4810-81CD-6FDE255295A0},2020-05-28 00:00:00,Negative ID,2020-05-28,47.63835,-117.214026
{10F2EA41-E4BD-4BF9-B927-424006225800},2020-05-28 00:00:00,Negative ID,2020-05-28,47.783707,-122.49238
{469E3BDD-15EE-4C87-9590-6E0420FD9CE4},2020-05-28 00:00:00,Negative ID,2020-05-28,47.6028,-122.3292
{04F3EA07-38E2-4D39-8281-B7F05D79807C},2020-05-29 00:00:00,Negative ID,2020-05-29,48.62604,-122.359763
{611F9EA3-B132-4ADF-9877-45730CEAB52B},2020-05-29 00:00:00,Negative ID,2020-05-29,47.605537,-122.305169
{364A0E82-4821-4E85-BCED-F2E9DC418D37},2020-05-29 00:00:00,Negative ID,2020-05-29,47.8216,-122.233076
{FD10C1C0-5E91-40C7-86E5-DC394B9015DE},2020-05-28 00:00:00,Negative ID,2020-05-29,46.996464,-124.163885
{9BDF61B5-B7FA-4C42-A4A4-46D9D5424C81},2020-05-15 00:00:00,Negative ID,2020-05-29,47.277398,-122.334705
{6A255A84-F07B-4651-B119-659C559E46DF},2020-05-29 00:00:00,Negative ID,2020-05-29,47.492865,-122.241749
{972F4DCC-059E-4A2C-AFC2-23912E9104B0},2020-05-29 00:00:00,Negative ID,2020-05-29,47.444904,-121.687534
{15B9AA49-6994-4E68-8919-E93988F2AB9C},2020-05-29 00:00:00,Negative ID,2020-05-29,46.63976,-123.047277
{C4280251-B5A0-4812-8782-7EA44D06D68B},2020-05-29 00:00:00,Negative ID,2020-05-29,47.62984,-120.68945
{608E284E-506F-49DA-9D53-4B303773D564},2020-05-29 00:00:00,Negative ID,2020-05-29,47.962157,-122.107722
{84909857-3F5A-4B82-B617-F2B959D5F5D3},2020-05-29 00:00:00,Negative ID,2020-05-29,47.962156,-122.107725
{5FA8607B-FB71-4AF3-A919-657ACBBCE1AC},2020-05-11 00:00:00,Negative ID,2020-05-29,47.451177,-122.599167
{A99DA6BE-ABA0-4437-B334-EA1C5A10B7A1},2020-05-29 00:00:00,Negative ID,2020-05-29,48.993305,-122.554091
{A992FAE8-C68D-48D7-AE59-BF81962022EE},2020-05-30 00:00:00,Negative ID,2020-05-30,48.072186,-121.041012
{CF2A5EAB-B844-4706-B029-65F6E7036C26},2020-05-26 00:00:00,Negative ID,2020-05-30,47.0036,-120.555779
{4F8C3859-C303-4056-8989-BDC5A75C070B},2020-05-30 00:00:00,Negative ID,2020-05-30,48.006804,-122.529558
{1C31C24D-08BD-480A-89D8-236E074936CA},2020-05-29 00:00:00,Negative ID,2020-05-30,47.616086,-122.836705
{88368CAB-CA45-4CDD-944A-C4004FC5F0F6},2020-05-05 00:00:00,Negative ID,2020-05-30,47.780919,-117.501431
{88F59128-CC02-4773-892F-DC14BC0C095F},2020-05-30 00:00:00,Negative ID,2020-05-30,47.65726,-117.41228
{C37A28C1-F727-44D5-AFA4-D5679A22E67B},2020-05-30 00:00:00,Negative ID,2020-05-30,47.275828,-119.668888
{8152453F-3680-40BA-B776-43785CD7049F},2020-05-30 00:00:00,Negative ID,2020-05-30,45.735281,-121.485014
{BB646AD8-7DF8-41BB-98C2-D43D67190CF1},2020-05-28 00:00:00,Negative ID,2020-05-30,48.200989,-122.487588
{45D5F2E7-8960-4B1A-BC6A-33C1980BFEA6},2020-05-31 00:00:00,Negative ID,2020-05-31,47.668141,-117.086632
{526FF39C-F12A-48A7-95E3-1FA68ACD759F},2020-05-31 00:00:00,Negative ID,2020-05-31,47.67735,-122.39631
{B11CEB47-EDE5-4C89-96F7-962B31E2EBA8},2020-05-31 00:00:00,Negative ID,2020-05-31,46.416025,-117.04552
{F6BF36D2-9488-4DD7-A630-807B1EE5EBEF},2020-05-31 00:00:00,Negative ID,2020-05-31,47.78843,-122.31275
{2AB91D4B-5EFA-49D8-9AE9-1FF0D1D653F9},2020-05-31 00:00:00,Negative ID,2020-05-31,48.783888,-122.522103
{56852749-7539-4E38-AA01-8644B6DFF6FF},2020-05-31 00:00:00,Negative ID,2020-05-31,48.485599,-122.360717
{9F28C97C-EFA6-4AE7-A13E-59AC6148F406},2020-05-30 00:00:00,Negative ID,2020-06-01,47.18676,-122.57624
{945AAD92-21A0-488D-BA3A-797699E5C98A},2020-06-01 00:00:00,Negative ID,2020-06-01,47.291543,-123.169173
{9C673664-E5C1-46E3-98BA-EBE398853078},2020-05-21 00:00:00,Negative ID,2020-06-01,48.811222,-122.90242
{1B8EA4C9-9416-450C-ABAD-68DCE6CF17D3},2020-06-01 00:00:00,Negative ID,2020-06-01,47.462612,-120.308007
{695CADBA-F9F1-49E1-B5D9-C526F3A513E7},2020-06-01 00:00:00,Negative ID,2020-06-01,47.339405,-122.28456
{C10974B8-6F59-448E-A5CB-785161105716},2020-06-01 00:00:00,Negative ID,2020-06-01,48.997011,-122.741704
{F1864CC3-508C-4E60-9098-B158AB413B03},2019-11-13 00:00:00,Positive ID,2020-06-01,49.025831,-122.810653
{01D94862-4158-42B6-964A-D185462F8616},2020-06-01 00:00:00,Negative ID,2020-06-01,47.263518,-122.647769
{2D8C52FD-0A61-4AE7-A3DB-C3D9DA17F93A},2020-05-23 00:00:00,Negative ID,2020-06-02,47.334771,-122.630724
{D3AC03C0-13AD-4AE8-BE24-A8976C8406AD},2020-06-02 00:00:00,Negative ID,2020-06-02,46.65221,-122.931688
{95F5DA49-242C-41E7-B1D7-075F2C75FA4C},2020-06-02 00:00:00,Negative ID,2020-06-02,47.48901,-117.57477
{0BD5CF75-D5FE-493C-B40B-022C40CB9F33},2020-06-02 00:00:00,Negative ID,2020-06-02,47.306758,-122.031104
{3B4CE095-DBF6-44CD-803C-7B9D2DFF45A4},2020-05-31 00:00:00,Negative ID,2020-06-02,47.532273,-121.853513
{F25A32FF-EC2F-4CF1-81E8-F146F10036A5},2020-06-02 00:00:00,Negative ID,2020-06-02,48.930139,-122.521446
{28368ED9-C7F4-4A52-85C3-1154B5DC9527},2020-06-03 00:00:00,Negative ID,2020-06-03,47.83763,-122.326455
{E0DE554B-C250-4F67-8FA4-46F6955A60C9},2020-06-03 00:00:00,Negative ID,2020-06-03,47.928726,-122.02758
{8B47FBFF-9E67-41A5-9D8D-E3045D970BF3},2020-06-03 00:00:00,Negative ID,2020-06-03,47.518286,-122.388939
{A8C4C508-B466-4406-97E3-541D65CCABAE},2020-06-03 00:00:00,Negative ID,2020-06-03,47.774881,-122.387188
{63E382DA-6A7D-4907-878E-304B8DD4C25A},2020-06-03 00:00:00,Negative ID,2020-06-03,48.829563,-122.590623
{A4E3EDB7-1DB1-4791-960F-B1C04B17C51E},2020-06-04 00:00:00,Negative ID,2020-06-04,48.237708,-122.245875
{8FA0BCDB-525E-45C4-99F5-47C69EA30795},2020-05-11 00:00:00,Negative ID,2020-06-04,47.675314,-122.685149
{03971218-C08E-40E5-BED9-2D64888E2BA3},2020-06-04 00:00:00,Negative ID,2020-06-04,48.839058,-122.616491
{A2082A96-C2DB-4AA3-BF0F-0A4C506B77DB},2020-06-04 00:00:00,Negative ID,2020-06-04,47.677732,-122.157338
{B8DD4E55-FDB7-40A3-AC73-510260EE1937},2020-06-04 00:00:00,Negative ID,2020-06-04,47.46849,-122.655433
