GlobalID,Detection Date,Lab Status,Submission Date,Latitude,Longitude,FileName
{8DFDA283-3AFD-4E9F-9878-7A0F22E1B917},2019-07-23 00:00:00,Negative ID,2020-04-01,48.006763,-122.462053,ATT19_IMG_2858.jpg
{BE0AD7A4-F4FD-40F7-979C-AE5F4470B1E4},2020-04-07 00:00:00,Negative ID,2020-04-07,47.62986,-120.68945,ATT21_IMG_0190.jpg
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16 00:00:00,Negative ID,2020-04-07,47.766765,-122.552735,ATT22_20190616_153627.jpg
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16 00:00:00,Negative ID,2020-04-07,47.766765,-122.552735,ATT23_20190616_153738.jpg
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16 00:00:00,Negative ID,2020-04-07,47.766765,-122.552735,ATT24_20190616_151419.jpg
{EF1D664F-F908-4086-95C2-6C3B1A93FCB2},2019-06-16 00:00:00,Negative ID,2020-04-07,47.766765,-122.552735,ATT25_20190616_151402.jpg
{BEE96943-A647-46B0-85FA-6B02B961D195},2020-04-07 00:00:00,Negative ID,2020-04-07,47.708791,-117.472206,ATT27_20200407_141709.jpg
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13 00:00:00,Negative ID,2020-04-08,47.221882,-119.99443,ATT28_B4D4242C-FE99-4077-B096-4627FDA96E2E.png
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13 00:00:00,Negative ID,2020-04-08,47.221882,-119.99443,ATT29_84E1E6A1-FF5C-4736-80F5-571AC892E2CE.png
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13 00:00:00,Negative ID,2020-04-08,47.221882,-119.99443,ATT30_23D4B131-C8C2-461F-8036-27DD7428DA6D.png
{3A1CBF2E-E6F0-4728-A6B6-F57F29BF5B40},2019-07-13 00:00:00,Negative ID,2020-04-08,47.221882,-119.99443,ATT31_52AF6373-24C9-45FA-95B9-B41ACB834AC2.png
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12 00:00:00,Negative ID,2020-04-08,47.328,-122.58004,ATT32_Wasp 3.jpg
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12 00:00:00,Negative ID,2020-04-08,47.328,-122.58004,ATT33_Wasp 4.jpg
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12 00:00:00,Negative ID,2020-04-08,47.328,-122.58004,ATT34_Wasp 5.jpg
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12 00:00:00,Negative ID,2020-04-08,47.328,-122.58004,ATT35_Wasp 1.jpg
{C9587D29-D898-4CE0-8508-E31EF42AD20C},2019-09-12 00:00:00,Negative ID,2020-04-08,47.328,-122.58004,ATT36_Wasp 2.jpg
{931A8E3E-9FE2-4271-A386-867C76516779},2019-01-20 00:00:00,Negative ID,2020-04-08,46.491849,-117.085127,ATT37_88C7018C-51ED-42B7-A1A7-CF7F5E7765D5.jpg
{FCE0B369-AC4D-48CF-A318-7EAD391EEE81},2019-08-08 00:00:00,Negative ID,2020-04-09,46.535196,-117.084754,ATT39_DA9A85C4-6C25-4712-95F4-058341389373.jpg
{EFB94730-2810-4BBB-A708-66AAA805E857},2020-04-09 00:00:00,Negative ID,2020-04-09,47.005477,-122.919675,ATT40_DSC03373.jpg
{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020-04-12 00:00:00,Negative ID,2020-04-12,48.14981,-123.13306,ATT41_inbound5813879761744044220.jpg
{4689DDB2-78D7-4219-ADB3-C2A3134A1359},2020-04-12 00:00:00,Negative ID,2020-04-12,48.14981,-123.13306,ATT42_inbound4333374323380049838.jpg
{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11 00:00:00,Negative ID,2020-04-12,47.859496,-122.26428,ATT43_20200410_135803.jpg
{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11 00:00:00,Negative ID,2020-04-12,47.859496,-122.26428,ATT44_20200410_135757.jpg
{43481D0E-63CC-4E98-88A1-2176F4E893A6},2020-04-11 00:00:00,Negative ID,2020-04-12,47.859496,-122.26428,ATT45_20200410_135753.jpg
{9700CFCE-AA79-46D4-B495-5C51ECEF3C55},2020-04-13 00:00:00,Negative ID,2020-04-13,48.74478,-122.478403,ATT46_trim.75A56855-B3BF-4B3D-8E9F-3E34CE90D8FB.MOV
{E3C77A6C-8557-4CE0-AE46-EA14D63AC2BF},2020-04-10 00:00:00,Negative ID,2020-04-13,47.665515,-122.33873,ATT47_IMG_3240.jpg
{7B407363-24DF-4E47-A515-5480DA03FB8B},2020-03-04 00:00:00,Negative ID,2020-04-13,47.634119,-122.646627,ATT48_Screenshot_20200413-140416_Photos.jpg
{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14 00:00:00,Negative ID,2020-04-14,47.643943,-122.623737,ATT49_4DEB90EE-3A57-470D-AB94-57A198982319.jpg
{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14 00:00:00,Negative ID,2020-04-14,47.643943,-122.623737,ATT50_FCED42BC-9C46-4109-9B35-A1A04C4FAE0F.jpg
{D4204D03-FB96-44A8-9631-FC74AE5328AD},2020-04-14 00:00:00,Negative ID,2020-04-14,47.643943,-122.623737,ATT51_64997D5E-DCC2-4A9E-A590-B3B1C0928506.jpg
{6A797976-1323-4D8E-B652-6B5422FFE2BA},2020-04-13 00:00:00,Negative ID,2020-04-14,48.588408,-122.409922,ATT52_76C75EDC-FB97-46E1-853C-D621DC980360.jpg
{81B5EB5F-4F6E-4584-A6C8-EA84567B4718},2020-04-14 00:00:00,Negative ID,2020-04-14,46.25472,-120.84395,ATT55_inbound3498365554313943637.jpg
{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15 00:00:00,Negative ID,2020-04-15,47.573024,-122.384369,ATT56_trim.3077122A-A53F-4956-A536-8DFBEBD3CC56.MOV
{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15 00:00:00,Negative ID,2020-04-15,47.573024,-122.384369,ATT57_36BE00B1-28D2-4657-89CF-A272D9C52496.jpg
{C4BA2CFE-55CE-4569-BFC9-89B4465252B1},2020-04-15 00:00:00,Negative ID,2020-04-15,47.573024,-122.384369,ATT58_B9178041-17D8-4352-85FA-6F44B0B00642.jpg
{48804E03-CD10-4229-82CB-CD125BFC6D37},2020-04-11 00:00:00,Negative ID,2020-04-15,48.85324,-122.601104,ATT59_8BA14EF0-C82F-4A01-8ACC-9FB31DB223BE.jpg
{3CE3A39B-778B-4CE3-BBAF-EB9ED0D48C68},2020-04-15 00:00:00,Negative ID,2020-04-15,48.823521,-122.32684,ATT61_IMG_0497.jpg
{C02A4CB0-0D3F-4E52-9D30-858F9556EABA},2020-04-15 00:00:00,Negative ID,2020-04-16,47.00083,-122.877588,ATT62_20200415_162038.jpg
{D91109DA-8C76-45D5-B360-0A78C7DF8A19},2020-04-13 00:00:00,Negative ID,2020-04-17,48.234785,-122.512932,ATT64_20200417_004746.jpg
{D91109DA-8C76-45D5-B360-0A78C7DF8A19},2020-04-13 00:00:00,Negative ID,2020-04-17,48.234785,-122.512932,ATT65_20200417_004722.jpg
{32475E51-FEA3-4B85-A229-4EB323EFAAD5},2019-08-25 00:00:00,Negative ID,2020-04-17,47.767236,-122.203342,ATT66_D73FA529-5778-4648-B17E-9BD98C944C3D.jpg
{44911F51-A718-4D56-B9BA-883022A36656},2020-04-18 00:00:00,Negative ID,2020-04-18,48.419991,-122.327865,ATT67_6B4316A4-B295-48CB-BCCE-D79973DCA0E2.jpg
{D69447EA-07C8-4505-948E-4F0E0E77FCC0},2020-04-18 00:00:00,Negative ID,2020-04-19,48.931157,-122.548199,ATT68_D49DEBC5-6514-443C-BA40-F69C4CCC19ED.jpg
{363B8679-6012-4377-997A-94E5F855FA7E},2020-04-19 00:00:00,Negative ID,2020-04-19,47.62986,-120.68945,ATT69_910754E8-0D42-4CC7-BADD-1313F02B1EEF.jpg
{DCE2AEB5-3762-48C0-9F40-3E370887DE4D},2020-04-19 00:00:00,Negative ID,2020-04-19,46.585611,-120.4542,ATT70_IMG_20200419_164057_01.jpg
{DCE2AEB5-3762-48C0-9F40-3E370887DE4D},2020-04-19 00:00:00,Negative ID,2020-04-19,46.585611,-120.4542,ATT71_IMG_20200419_164052_01.jpg
{9BAB11A6-84A4-4639-ABF4-E1ABF0D501CD},2020-04-19 00:00:00,Negative ID,2020-04-20,48.176506,-122.527462,ATT72_ACAE4735-C475-4B66-807B-AA43EA8F216B.jpg
{9BAB11A6-84A4-4639-ABF4-E1ABF0D501CD},2020-04-19 00:00:00,Negative ID,2020-04-20,48.176506,-122.527462,ATT73_85ABE82E-7E26-4469-B3A4-AABC6CB18E06.jpg
{01AA7FD6-8F00-4754-8E0F-A19DAAFBD823},2020-04-23 00:00:00,Negative ID,2020-04-23,47.607667,-122.312902,ATT76_F7532DA5-28A5-476E-A825-CFD176CA064D.jpg
{91EAC5B5-4D18-4115-8853-F4B9DD6CC8FD},2020-04-23 00:00:00,Negative ID,2020-04-23,48.08848,-123.162659,ATT77_20200423_141232.jpg
{5B740387-81A0-4580-968F-C1BFC8A48F34},2020-04-24 00:00:00,Negative ID,2020-04-24,47.172483,-122.285568,ATT78_007ACA6E-12EE-4B6A-A31C-E65E08AF4B0C.jpg
{9ED9A420-7FB1-4CA1-97D1-BF13382D8E4D},2020-04-24 00:00:00,Negative ID,2020-04-25,47.70145,-117.15638,ATT79_89599E57-3A17-4F5E-ADD3-C31813A783C6.jpg
{0D27160B-9B8C-4966-89DE-F405557650F0},2020-04-26 00:00:00,Negative ID,2020-04-26,48.83241,-122.5931,ATT81_11715C59-2F33-440D-8D75-AF7CE62E03CA.jpg
{1DEF08E5-9842-4CB4-89BF-718AEDD39319},2020-04-26 00:00:00,Negative ID,2020-04-26,47.024366,-122.811665,ATT82_13BAFADD-5CC2-42A1-A9D8-2DCA9CF8CDEA.jpg
{D1A5F20D-AE7B-413E-88E0-E26333EF95AA},2020-05-01 00:00:00,Negative ID,2020-05-01,46.632813,-122.971509,ATT83_FAF93260-1B6D-4D91-95E5-0DE8FF3DC353.jpg
{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01 00:00:00,Negative ID,2020-05-01,47.014372,-122.814362,ATT84_20200501_150410.jpg
{37F7CCE0-29CA-43DE-97E4-EAC47D56DC44},2020-05-01 00:00:00,Negative ID,2020-05-01,47.014372,-122.814362,ATT85_20200501_150356.jpg
{ECB890B2-6230-437F-AC3D-D1E018AF344B},2020-05-02 00:00:00,Negative ID,2020-05-02,47.010366,-122.857981,ATT87_5554F11C-77ED-4510-9E84-4959307C8B20.jpg
{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24 00:00:00,Negative ID,2020-05-02,47.373462,-120.141581,ATT88_B4E7BEF6-9F35-458C-B16F-FEB631998C5A.jpg
{65DF2118-DC2B-49EA-AE9D-9476612C0FB7},2019-07-24 00:00:00,Negative ID,2020-05-02,47.373462,-120.141581,ATT89_1D26646D-8CA4-4DA3-AF21-52DC23AFDBF5.jpg
{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25 00:00:00,Negative ID,2020-05-02,48.584053,-122.232279,ATT90_A46D3E0F-6F60-445C-8099-8017AF99F2DC.jpg
{3982DA63-03A8-45F4-BDB7-E95D3118430B},2020-04-25 00:00:00,Negative ID,2020-05-02,48.584053,-122.232279,ATT91_A403C42F-81FE-4DBD-816C-E2630EEBEC2B.jpg
{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11 00:00:00,Negative ID,2020-05-03,47.763623,-122.541143,ATT92_20190616_151419.jpg
{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11 00:00:00,Negative ID,2020-05-03,47.763623,-122.541143,ATT93_20190616_153627.jpg
{7BF598E1-D0A7-4485-BC7F-9800EB56E033},2019-08-11 00:00:00,Negative ID,2020-05-03,47.763623,-122.541143,ATT94_20190616_153738.jpg
{0D232BA7-97A5-4810-A7A6-A4F70BC16809},2019-05-20 00:00:00,Negative ID,2020-05-03,47.59787,-122.62958,ATT95_06700F96-2C5B-4A70-BDEF-EF84AE05DD76.jpg
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10 00:00:00,Negative ID,2020-05-03,46.579221,-119.005588,ATT101_Hornet 1.jpg
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10 00:00:00,Negative ID,2020-05-03,46.579221,-119.005588,ATT102_Hornet 2.jpg
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10 00:00:00,Negative ID,2020-05-03,46.579221,-119.005588,ATT103_Hornet 4.jpg
{C9E949D5-5330-4A8E-B4D4-18998D0346C9},2019-07-10 00:00:00,Negative ID,2020-05-03,46.579221,-119.005588,ATT104_Hornet 6.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT105_2019-08-18 17.39.29.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT106_2019-08-18 17.39.34.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT107_2019-08-18 18.19.20.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT108_2019-08-18 18.19.22.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT109_2019-08-18 18.19.30.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT110_2019-08-18 18.19.46.jpg
{8BAD0097-3A7A-4CBF-B071-D483CEDD33D8},2019-08-19 00:00:00,Negative ID,2020-05-03,47.756278,-122.216833,ATT111_2019-08-18 18.19.49.jpg
{501AF29E-0ED2-42A0-92FE-955FF7176A55},2020-05-03 00:00:00,Negative ID,2020-05-03,47.67176,-122.30735,ATT112_3D8809E5-D8D3-40D1-A8A9-B5C48A08BF46.jpg
{27256930-CEDE-4321-8C26-16ED0744E6C1},2019-08-25 00:00:00,Negative ID,2020-05-03,46.212198,-119.293372,ATT113_8423E25F-54E8-4148-9E6F-6444C16F71C3.jpg
{CA722DB4-2D93-4CD0-A319-A42E784CC3C0},2020-04-17 00:00:00,Negative ID,2020-05-03,47.781506,-122.686947,ATT114_4C7F51E5-62D1-435A-A52C-39BD7FC74B13.jpg
{7F602342-F6C3-4F09-853F-0B5D5376BD51},2020-05-03 00:00:00,Negative ID,2020-05-03,47.479726,-122.30849,ATT115_7FE1C6E2-5BB2-4C44-ABC3-DC4548909B3A.jpg
{E34CEBC2-EC54-4D75-8B7E-489D54B3BFD8},2020-04-26 00:00:00,Negative ID,2020-05-03,45.63221,-122.67156,ATT116_20200426_161253.jpg
{E34CEBC2-EC54-4D75-8B7E-489D54B3BFD8},2020-04-26 00:00:00,Negative ID,2020-05-03,45.63221,-122.67156,ATT117_20200426_161305.jpg
{C0B9DDF7-4394-4170-8056-E072CFE7986A},2019-07-28 00:00:00,Negative ID,2020-05-03,47.315424,-119.545603,ATT118_FDD7FD66-B528-45E4-A64B-08FF1725BA23.jpg
{C0B9DDF7-4394-4170-8056-E072CFE7986A},2019-07-28 00:00:00,Negative ID,2020-05-03,47.315424,-119.545603,ATT119_DEEA4F59-A126-47D4-A3C8-A9EEA112422A.jpg
{917739A8-89D2-47CB-9642-3F0EAB046F32},2020-05-03 00:00:00,Negative ID,2020-05-03,47.076417,-122.312839,ATT120_inbound5999811371460888354.jpg
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020-05-03 00:00:00,Negative ID,2020-05-03,46.73241,-117.15917,ATT121_Close Up.jpg
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020-05-03 00:00:00,Negative ID,2020-05-03,46.73241,-117.15917,ATT122_Close Up 2.jpg
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020-05-03 00:00:00,Negative ID,2020-05-03,46.73241,-117.15917,ATT123_Medium Shot.jpg
{BC1D2E58-9B7C-4CBE-BD61-B987E4C6F882},2020-05-03 00:00:00,Negative ID,2020-05-03,46.73241,-117.15917,ATT124_Wide Shot.jpg
{E037BAA7-EBE8-4789-83DA-E1415236D544},2020-05-04 00:00:00,Negative ID,2020-05-04,47.635912,-122.702612,ATT128_LARGE HORNET -- ASIAN.jpg
{E037BAA7-EBE8-4789-83DA-E1415236D544},2020-05-04 00:00:00,Negative ID,2020-05-04,47.635912,-122.702612,ATT129_HORNET IN JAR.jpg
{0972B5CA-6F24-4E24-B5CD-FAFEFBFC4839},2020-05-04 00:00:00,Negative ID,2020-05-04,48.112992,-122.060976,ATT130_IMG_20200503_193640_177.jpg
{594772B5-C384-4EEA-B44A-FC1E00D98A3E},2019-07-11 00:00:00,Negative ID,2020-05-04,46.417813,-117.033198,ATT132_20190711_153146.jpg
{3488FC7A-3008-4961-87E5-4740124987B3},2020-05-01 00:00:00,Negative ID,2020-05-04,47.798705,-122.288636,ATT133_IMG_20200503_171925.jpg
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019-08-01 00:00:00,Negative ID,2020-05-04,45.586842,-122.300349,ATT134_C5573D43-7AE7-41C8-A321-CC449484806B.png
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019-08-01 00:00:00,Negative ID,2020-05-04,45.586842,-122.300349,ATT135_36B1FE71-758F-4FC6-BF55-44B00233B5EB.png
{DA3FE479-C0B9-40AB-8358-790CEEB4AF88},2019-08-01 00:00:00,Negative ID,2020-05-04,45.586842,-122.300349,ATT136_90CDFD8E-DC18-4DA3-A3C4-7F523755CDFD.jpg
{92E31DB0-053B-4E16-B782-864287389C1F},2020-05-04 00:00:00,Negative ID,2020-05-04,47.598319,-122.318173,ATT137_IMG_1120.jpg
{92E31DB0-053B-4E16-B782-864287389C1F},2020-05-04 00:00:00,Negative ID,2020-05-04,47.598319,-122.318173,ATT138_IMG_1121.jpg
{23DD2DDB-DAE3-4163-8BAD-4BA91CA0BFE0},2020-05-04 00:00:00,Negative ID,2020-05-04,47.662247,-117.287249,ATT139_61025789938--7085419E-E5C8-49F2-8F06-4C53356E51FE.jpg
{839AB8A0-B647-4FD1-80FA-91FF73DB0119},2019-05-09 00:00:00,Negative ID,2020-05-04,47.203856,-124.200461,ATT140_64A89079-F3AA-43A8-921F-006DA2D3D4C8.jpg
{5886B650-5ED3-4BF3-A1C2-E1438CC99ADE},2020-05-02 00:00:00,Negative ID,2020-05-04,45.65161,-121.954251,ATT141_A9E3E3DB-F38D-4B1E-AC08-BE55795B030D.jpg
{5886B650-5ED3-4BF3-A1C2-E1438CC99ADE},2020-05-02 00:00:00,Negative ID,2020-05-04,45.65161,-121.954251,ATT142_6F3F672B-B70D-4E55-8700-CA902D67CDBC.jpg
{2C0470B7-BF48-4EF5-AF7F-6D3975C62A7B},2020-05-04 00:00:00,Negative ID,2020-05-04,45.671347,-122.595696,ATT143_9FCD89FD-4A7B-4BB3-B5A1-96A407C50F1F.jpg
{B885FD0C-1A1A-419B-A20B-DDD5DFF41569},2020-04-06 00:00:00,Negative ID,2020-05-04,48.278765,-122.647282,ATT144_9AF33686-8F13-4B10-A9B4-04064B48F131.jpg
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},2020-05-10 00:00:00,Negative ID,2020-05-12,47.268189,-122.471635,ATT149_C513FE08-9729-49DB-85BC-4684F823F5B8.jpg
{92D17D4D-3251-410E-B1B0-5AA9BECA9678},2020-05-10 00:00:00,Negative ID,2020-05-12,47.268189,-122.471635,ATT150_C69EA67F-1C87-4DFB-A0FD-E2B6F2AAA2B7.jpg
{A250A974-215C-482C-9632-1B3ACCF750F1},2020-05-12 00:00:00,Negative ID,2020-05-12,48.040075,-122.42349,ATT151_972FEC9D-7B18-4818-A507-4915A33B64E2.jpg
{F8DEFC50-89AA-4262-B7CA-40596FBE3FE3},2020-05-12 00:00:00,Negative ID,2020-05-12,48.260485,-117.749912,ATT152_20200512_153634.jpg
{77E72D82-CB2A-4D25-87E6-9656479B229E},2020-05-12 00:00:00,Negative ID,2020-05-12,47.00379,-123.40382,ATT153_0512201623.jpg
{2CE88ACB-6B4B-4357-91F1-813D079B5057},2020-05-13 00:00:00,Negative ID,2020-05-13,47.918493,-122.099645,ATT154_20200512_180734.jpg
{2CE88ACB-6B4B-4357-91F1-813D079B5057},2020-05-13 00:00:00,Negative ID,2020-05-13,47.918493,-122.099645,ATT155_20200512_180729.jpg
{2CE88ACB-6B4B-4357-91F1-813D079B5057},2020-05-13 00:00:00,Negative ID,2020-05-13,47.918493,-122.099645,ATT156_20200512_180739.jpg
{2CE88ACB-6B4B-4357-91F1-813D079B5057},2020-05-13 00:00:00,Negative ID,2020-05-13,47.918493,-122.099645,ATT157_20200512_180744.jpg
{85411F65-B0D8-4D89-B654-684B14F3DE1F},2019-06-25 00:00:00,Negative ID,2020-05-13,47.84329,-120.02318,ATT158_4FB7D322-490A-4B49-A3C6-63CC70868997.jpg
{79593AD4-D8F9-42AD-A56C-C8006EE5C083},2020-05-13 00:00:00,Negative ID,2020-05-13,47.617465,-122.333842,ATT159_06F0BC16-695A-4B24-8D30-5DAD604392D0.jpg
{79593AD4-D8F9-42AD-A56C-C8006EE5C083},2020-05-13 00:00:00,Negative ID,2020-05-13,47.617465,-122.333842,ATT160_81C55E20-8EB8-4E06-BC2F-37B514E9BE8C.jpg
{79593AD4-D8F9-42AD-A56C-C8006EE5C083},2020-05-13 00:00:00,Negative ID,2020-05-13,47.617465,-122.333842,ATT161_21D0949C-FA8E-40CB-B6FF-AC853E39086E.jpg
{27D48621-8C7D-4F96-8C16-EFA764D765E0},2020-05-13 00:00:00,Negative ID,2020-05-13,47.59173,-117.41351,ATT162_IMG_2882.jpg
{361ED665-26DC-4E76-9C4D-F27E37156B20},2020-05-13 00:00:00,Negative ID,2020-05-13,47.470068,-121.747172,ATT163_1533CA16-96F3-44E0-B4BA-4EFE4A21F0D4.jpg
{361ED665-26DC-4E76-9C4D-F27E37156B20},2020-05-13 00:00:00,Negative ID,2020-05-13,47.470068,-121.747172,ATT164_image.jpg
{361ED665-26DC-4E76-9C4D-F27E37156B20},2020-05-13 00:00:00,Negative ID,2020-05-13,47.470068,-121.747172,ATT165_image.jpg
{8B82354E-FA2F-40D9-A1AA-087FF730F9D6},2020-05-14 00:00:00,Negative ID,2020-05-14,48.75235,-122.47122,ATT166_BAB8AF68-4B9A-4A1B-B077-EBAC07B29070.jpg
{85EFF589-E50D-49E7-A272-6864425FED7D},2020-05-14 00:00:00,Negative ID,2020-05-14,47.451139,-122.267277,ATT167_714AC973-EAA0-462B-937F-006808560806.jpg
{D3A8553C-5770-4D61-B320-F399D9FD502D},2020-05-14 00:00:00,Negative ID,2020-05-14,48.137842,-122.792983,ATT168_419289CD-1719-4A34-99D1-E5D0DEE0C00B.jpg
{BD522791-708B-4E9B-9225-64016C6A42D5},2020-05-14 00:00:00,Negative ID,2020-05-14,47.2022,-122.24,ATT169_6749197B-7C86-40ED-A81C-80664550E947.jpg
{BD522791-708B-4E9B-9225-64016C6A42D5},2020-05-14 00:00:00,Negative ID,2020-05-14,47.2022,-122.24,ATT170_2943F75A-E6B6-4B01-BDED-C5D94C98976B.jpg
{37CABA69-C18F-49F8-B635-30527B27DF75},2020-05-14 00:00:00,Negative ID,2020-05-14,48.237543,-122.156276,ATT171_IMG_0462.jpg
{C9DBB526-48A0-4587-BEDA-1ED6E8986491},2020-05-15 00:00:00,Negative ID,2020-05-15,46.99703,-120.54872,ATT172_DE160F7F-0CCE-497F-A94C-E37545842165.jpg
{DBD031C3-15DE-4754-8687-DDEEF5BEDB00},2020-05-10 00:00:00,Negative ID,2020-05-15,46.053309,-122.042238,ATT173_63A90F82-F9F9-409C-9FB1-97A41C12BB4D.jpg
{333A00AF-45DA-471D-949B-1B2E890F1629},2020-05-16 00:00:00,Negative ID,2020-05-16,47.180628,-122.328275,ATT176_image.jpg
{9EF77696-3393-4CA4-AF70-0C68223081C4},2020-05-16 00:00:00,Negative ID,2020-05-16,47.649989,-122.217316,ATT177_6085BC1D-4A12-494A-BF96-01942DE76F2E.jpg
