Date,Value,High,Low,TR,ATR,Unit,upper_bound,lower_bound,Value Shift,Predict
2016/10/21,1266.05,1271.65,1251.75,19.9,23.26424845,0.429844103,,,1271.65,1268.896618
2016/10/22,1265.55,1271.65,1254.8,16.85,22.94353602,0.435852607,,,1266.05,1263.32686
2016/10/23,1265.55,1271.65,1254.8,16.85,22.63885922,0.44171837,,,1265.55,1262.829669
2016/10/24,1265.55,1271.65,1254.8,16.85,22.34941626,0.447438979,,,1265.55,1262.829669
2016/10/25,1269.4,1271.65,1258.2,13.45,21.90444545,0.456528335,,,1265.55,1262.829669
2016/10/26,1270.5,1271.65,1265.55,6.1,21.11422318,0.473614393,,,1269.4,1266.658494
2016/10/27,1266.25,1271.65,1265.55,6.1,20.36351202,0.491074427,,,1270.5,1267.752648
2016/10/28,1273,1270.5,1265.55,4.95,19.59283642,0.510390624,,,1266.25,1263.525745
2016/10/29,1272,1273,1265.55,7.45,18.9856946,0.52671236,,,1273,1270.239642
2016/10/30,1272,1273,1265.55,7.45,18.40890987,0.543215219,,,1272,1269.244782
2016/10/31,1272,1273,1265.55,7.45,17.86096437,0.559880183,,,1272,1269.244782
2016/11/1,1288.45,1273,1266.25,6.75,17.30541615,0.577853772,,1251.75,1272,1269.244782
2016/11/2,1303.75,1288.45,1266.25,22.2,17.55014535,0.569795851,,1251.75,1288.45,1285.618784
2016/11/3,1301,1303.75,1266.25,37.5,18.54763808,0.539152207,,1251.75,1303.75,1300.864023
2016/11/4,1302.8,1303.75,1272,31.75,19.20775617,0.520623019,,1251.75,1301,1298.122802
2016/11/5,1283.05,1303.75,1272,31.75,19.83486837,0.50416266,,1251.75,1302.8,1299.917002
2016/11/6,1283.05,1303.75,1272,31.75,20.43062495,0.489461288,1340.5,1251.75,1283.05,1280.241739
2016/11/7,1283.05,1303.75,1272,31.75,20.9965937,0.476267729,1340.5,1251.75,1283.05,1280.241739
2016/11/8,1282.35,1303.75,1283.05,20.7,20.98176402,0.47660435,1340.5,1251.75,1283.05,1280.241739
2016/11/9,1281.4,1303.75,1282.35,21.4,21.00267581,0.476129808,1340.5,1251.75,1282.35,1279.544849
2016/11/10,1267.5,1302.8,1281.4,21.4,21.02254202,0.475679867,1340.5,1251.75,1281.4,1278.599146
2016/11/11,1236.45,1302.8,1267.5,35.3,21.73641492,0.460057467,1340.5,1251.75,1267.5,1264.768828
2016/11/12,1213.6,1283.05,1236.45,46.6,22.97959418,0.435168695,1340.5,1251.75,1236.45,1233.925416
2016/11/13,1213.6,1283.05,1213.6,69.45,25.30311447,0.395208266,1340.5,1236.45,1213.6,1211.277823
2016/11/14,1213.6,1283.05,1213.6,69.45,27.51045874,0.363498119,1340.5,1213.6,1213.6,1211.277823
2016/11/15,1226.95,1282.35,1213.6,68.75,29.57243581,0.338152733,1340.5,1213.6,1213.6,1211.277823
2016/11/16,1229.2,1281.4,1213.6,67.8,31.48381402,0.317623525,1340.5,1213.6,1226.95,1224.503995
2016/11/17,1226.75,1267.5,1213.6,53.9,32.60462332,0.30670497,1340.5,1213.6,1229.2,1226.73467
2016/11/18,1211,1236.45,1213.6,22.85,32.11689215,0.31136263,1340.5,1213.6,1226.75,1224.305728
2016/11/19,1214.25,1229.2,1211,18.2,31.42104754,0.318258008,1340.5,1213.6,1211,1208.703851
2016/11/20,1214.25,1229.2,1211,18.2,30.75999517,0.32509758,1340.5,1211,1214.25,1211.921417
2016/11/21,1214.25,1229.2,1211,18.2,30.13199541,0.331873142,1340.5,1211,1214.25,1211.921417
2016/11/22,1212.25,1229.2,1211,18.2,29.53539564,0.338576809,1327,1211,1214.25,1211.921417
2016/11/23,1185.35,1229.2,1211,18.2,28.96862585,0.345201048,1322.5,1211,1212.25,1209.941253
2016/11/24,1186.1,1226.75,1185.35,41.4,29.59019456,0.337949789,1322.5,1211,1185.35,1183.347197
2016/11/25,1187.7,1214.25,1185.35,28.9,29.55568483,0.338344385,1322.5,1185.35,1186.1,1184.087624
2016/11/26,1187,1214.25,1185.35,28.9,29.52290059,0.338720105,1313.3,1185.35,1187.7,1185.66741
2016/11/27,1187,1214.25,1185.35,28.9,29.49175556,0.339077814,1313.3,1185.35,1187,1184.976216
2016/11/28,1187,1214.25,1185.35,28.9,29.46216778,0.339418337,1313.3,1185.35,1187,1184.976216
2016/11/29,1186.55,1212.25,1185.35,26.9,29.3340594,0.340900653,1303.75,1185.35,1187,1184.976216
2016/11/30,1178.1,1187.7,1185.35,2.35,27.98485643,0.35733612,1303.75,1185.35,1186.55,1184.53191
2016/12/1,1161.85,1187.7,1178.1,9.6,27.0656136,0.369472503,1303.75,1185.35,1178.1,1176.193087
2016/12/2,1173.5,1187.7,1161.85,25.85,27.00483292,0.370304087,1303.75,1178.1,1161.85,1160.181155
2016/12/3,1162.2,1187,1161.85,25.15,26.91209128,0.37158019,1303.75,1161.85,1173.5,1171.657146
2016/12/4,1162.2,1187,1161.85,25.15,26.82398671,0.372800662,1303.75,1161.85,1162.2,1160.525686
2016/12/5,1162.2,1187,1161.85,25.15,26.74028738,0.373967559,1303.75,1161.85,1162.2,1160.525686
2016/12/6,1172.5,1186.55,1161.85,24.7,26.63827301,0.375399711,1303.75,1161.85,1162.2,1160.525686
2016/12/7,1177.65,1178.1,1161.85,16.25,26.11885936,0.382865111,1303.75,1161.85,1172.5,1170.671419
2016/12/8,1171.05,1177.65,1161.85,15.8,25.60291639,0.390580504,1303.75,1161.85,1177.65,1175.74924
2016/12/9,1163.6,1177.65,1162.2,15.45,25.09527057,0.398481458,1303.75,1161.85,1171.05,1169.242323
2016/12/10,1156.1,1177.65,1162.2,15.45,24.61300704,0.406289243,1303.75,1161.85,1163.6,1161.903904
2016/12/11,1156.1,1177.65,1156.1,21.55,24.45985669,0.408833139,1303.75,1161.85,1156.1,1154.523598
2016/12/12,1156.1,1177.65,1156.1,21.55,24.31436386,0.411279524,1303.75,1156.1,1156.1,1154.523598
2016/12/13,1158.55,1177.65,1156.1,21.55,24.17614566,0.413630863,1303.75,1156.1,1156.1,1154.523598
2016/12/14,1162.25,1177.65,1156.1,21.55,24.04483838,0.415889674,1303.75,1156.1,1158.55,1156.933669
2016/12/15,1126.95,1171.05,1156.1,14.95,23.59009646,0.423906702,1303.75,1156.1,1162.25,1160.574891
2016/12/16,1131.6,1163.6,1126.95,36.65,24.24309164,0.412488644,1303.75,1156.1,1126.95,1125.916323
2016/12/17,1136.25,1162.25,1126.95,35.3,24.79593706,0.403291877,1303.75,1126.95,1131.6,1130.47086
2016/12/18,1136.25,1162.25,1126.95,35.3,25.3211402,0.394926923,1303.75,1126.95,1136.25,1135.028912
2016/12/19,1136.25,1162.25,1126.95,35.3,25.82008319,0.387295421,1303.75,1126.95,1136.25,1135.028912
2016/12/20,1125.7,1162.25,1126.95,35.3,26.29407903,0.380313758,1303.75,1126.95,1136.25,1135.028912
2016/12/21,1133.65,1162.25,1125.7,36.55,26.80687508,0.373038632,1303.75,1126.95,1125.7,1124.692596
2016/12/22,1131.35,1136.25,1125.7,10.55,25.99403133,0.384703699,1303.75,1125.7,1133.65,1132.479891
2016/12/23,1131.35,1136.25,1125.7,10.55,25.22182976,0.39648194,1303.75,1125.7,1131.35,1130.225888
2016/12/24,1134.6,1136.25,1125.7,10.55,24.48823827,0.408359307,1303.75,1125.7,1131.35,1130.225888
2016/12/25,1134.6,1136.25,1125.7,10.55,23.79132636,0.420321249,1303.75,1125.7,1134.6,1133.411148
2016/12/26,1134.6,1136.25,1125.7,10.55,23.12926004,0.432352785,1303.75,1125.7,1134.6,1133.411148
2016/12/27,1134.6,1134.6,1125.7,8.9,22.41779704,0.446074161,1303.75,1125.7,1134.6,1133.411148
2016/12/28,1134.6,1134.6,1131.35,3.25,21.45940719,0.465996097,1303.75,1125.7,1134.6,1133.411148
2016/12/29,1145.9,1134.6,1131.35,3.25,20.54893683,0.486643182,1302.8,1125.7,1134.6,1133.411148
2016/12/30,1145.9,1145.9,1131.35,14.55,20.24898999,0.493851792,1302.8,1125.7,1145.9,1144.498906
2016/12/31,1151,1145.9,1134.6,11.3,19.80154049,0.505011214,1283.05,1125.7,1145.9,1144.498906
2017/1/1,1151,1151,1134.6,16.4,19.63146346,0.509386375,1283.05,1125.7,1151,1149.509393
2017/1/2,1151,1151,1134.6,16.4,19.46989029,0.513613577,1283.05,1125.7,1151,1149.509393
2017/1/3,1151,1151,1134.6,16.4,19.31639578,0.517694922,1282.35,1125.7,1151,1149.509393
2017/1/4,1164.25,1151,1134.6,16.4,19.17057599,0.521632736,1281.4,1125.7,1151,1149.509393
2017/1/5,1176.7,1164.25,1145.9,18.35,19.12954719,0.522751527,1267.5,1125.7,1164.25,1162.543889
2017/1/6,1175.85,1176.7,1145.9,30.8,19.71306983,0.507277663,1236.45,1125.7,1176.7,1174.812312
2017/1/7,1178.5,1176.7,1151,25.7,20.01241634,0.499689784,1229.2,1125.7,1175.85,1173.974101
2017/1/8,1178.5,1178.5,1151,27.5,20.38679552,0.490513577,1229.2,1125.7,1178.5,1176.587637
2017/1/9,1178.5,1178.5,1151,27.5,20.74245574,0.482102993,1229.2,1125.7,1178.5,1176.587637
2017/1/10,1189.5,1178.5,1151,27.5,21.08033296,0.474375809,1229.2,1125.7,1178.5,1176.587637
2017/1/11,1178.55,1189.5,1164.25,25.25,21.28881631,0.469730203,1229.2,1125.7,1189.5,1187.445
2017/1/12,1205.05,1189.5,1175.85,13.65,20.90687549,0.478311549,1226.75,1125.7,1178.55,1176.636955
2017/1/13,1190.35,1205.05,1175.85,29.2,21.32153172,0.469009456,1214.25,1125.7,1205.05,1202.815887
2017/1/14,1203,1205.05,1178.5,26.55,21.58295513,0.463328582,1214.25,1125.7,1190.35,1188.284548
2017/1/15,1203,1205.05,1178.5,26.55,21.83130738,0.458057771,1214.25,1125.7,1203,1200.788074
2017/1/16,1203,1205.05,1178.5,26.55,22.06724201,0.45316039,1214.25,1125.7,1203,1200.788074
2017/1/17,1216.05,1205.05,1178.55,26.5,22.28887991,0.448654219,1212.25,1125.7,1203,1200.788074
2017/1/18,1214.75,1216.05,1178.55,37.5,23.04943591,0.433850097,1205.05,1125.7,1216.05,1213.703876
2017/1/19,1196.05,1216.05,1190.35,25.7,23.18196412,0.431369833,1216.05,1125.7,1214.75,1212.416504
2017/1/20,1200.55,1216.05,1190.35,25.7,23.30786591,0.429039709,1216.05,1125.7,1196.05,1193.916467
2017/1/21,1212.85,1216.05,1196.05,20,23.14247261,0.432105945,1216.05,1125.7,1200.55,1198.365136
2017/1/22,1212.85,1216.05,1196.05,20,22.98534898,0.435059742,1216.05,1125.7,1212.85,1210.53527
2017/1/23,1212.85,1216.05,1196.05,20,22.83608153,0.437903499,1216.05,1125.7,1212.85,1210.53527
2017/1/24,1216.8,1216.05,1196.05,20,22.69427746,0.440639717,1216.05,1125.7,1212.85,1210.53527
2017/1/25,1195,1216.8,1196.05,20.75,22.59706359,0.442535375,1216.05,1125.7,1216.8,1214.446653
2017/1/26,1189.7,1216.8,1195,21.8,22.55721041,0.443317229,1216.8,1125.7,1195,1192.87875
2017/1/27,1184.85,1216.8,1189.7,27.1,22.78434989,0.438897754,1216.8,1125.7,1189.7,1187.642539
2017/1/28,1192.8,1216.8,1184.85,31.95,23.24263239,0.430243865,1216.8,1125.7,1184.85,1182.853621
2017/1/29,1192.8,1216.8,1184.85,31.95,23.67800077,0.422332954,1216.8,1125.7,1192.8,1190.704849
2017/1/30,1192.8,1216.8,1184.85,31.95,24.09160073,0.415082423,1216.8,1125.7,1192.8,1190.704849
2017/1/31,1212.8,1216.8,1184.85,31.95,24.4845207,0.408421309,1216.8,1125.7,1192.8,1190.704849
2017/2/1,1203.65,1212.8,1184.85,27.95,24.65779466,0.405551272,1216.8,1125.7,1212.8,1210.485762
2017/2/2,1221.95,1212.8,1184.85,27.95,24.82240493,0.402861851,1216.8,1125.7,1203.65,1201.430995
2017/2/3,1215.2,1221.95,1184.85,37.1,25.43628468,0.393139176,1216.8,1125.7,1221.95,1219.548484
2017/2/4,1226.75,1221.95,1192.8,29.15,25.62197045,0.390290045,1221.95,1125.7,1215.2,1212.862119
2017/2/5,1226.75,1226.75,1192.8,33.95,26.03837193,0.384048589,1221.95,1125.7,1226.75,1224.305728
2017/2/6,1226.75,1226.75,1192.8,33.95,26.43395333,0.378301341,1226.75,1125.7,1226.75,1224.305728
2017/2/7,1231,1226.75,1203.65,23.1,26.26725566,0.380702123,1226.75,1125.7,1226.75,1224.305728
2017/2/8,1242.1,1231,1203.65,27.35,26.32139288,0.379919104,1226.75,1125.7,1231,1228.519542
2017/2/9,1236.8,1242.1,1215.2,26.9,26.35032324,0.379501986,1231,1125.7,1242.1,1239.532252
2017/2/10,1228.3,1242.1,1215.2,26.9,26.37780707,0.379106571,1242.1,1131.35,1236.8,1234.272655
2017/2/11,1222.25,1242.1,1226.75,15.35,25.82641672,0.387200443,1242.1,1131.35,1228.3,1225.842347
2017/2/12,1222.25,1242.1,1222.25,19.85,25.52759588,0.391732933,1242.1,1131.35,1222.25,1219.845738
2017/2/13,1222.25,1242.1,1222.25,19.85,25.24371609,0.39613819,1242.1,1134.6,1222.25,1219.845738
2017/2/14,1230.75,1242.1,1222.25,19.85,24.97403029,0.400415948,1242.1,1134.6,1222.25,1219.845738
2017/2/15,1224.4,1242.1,1222.25,19.85,24.71782877,0.404566279,1242.1,1134.6,1230.75,1228.271627
2017/2/16,1240.55,1236.8,1222.25,14.55,24.20943733,0.413062058,1242.1,1134.6,1224.4,1221.976417
2017/2/17,1241.95,1240.55,1222.25,18.3,23.91396547,0.418165695,1242.1,1134.6,1240.55,1237.993823
2017/2/18,1237.3,1241.95,1222.25,19.7,23.70326719,0.421882769,1242.1,1145.9,1241.95,1239.383366
2017/2/19,1237.3,1241.95,1222.25,19.7,23.50310383,0.425475719,1242.1,1145.9,1237.3,1234.768752
2017/2/20,1237.3,1241.95,1222.25,19.7,23.31294864,0.428946169,1242.1,1151,1237.3,1234.768752
2017/2/21,1233.2,1241.95,1224.4,17.55,23.02480121,0.434314282,1242.1,1151,1237.3,1234.768752
2017/2/22,1236.65,1241.95,1224.4,17.55,22.75106115,0.439539938,1242.1,1151,1233.2,1230.701439
2017/2/23,1247.9,1241.95,1233.2,8.75,22.05100809,0.453494006,1242.1,1151,1236.65,1234.123838
2017/2/24,1253.65,1247.9,1233.2,14.7,21.68345769,0.46118106,1242.1,1164.25,1247.9,1245.290612
2017/2/25,1257.2,1253.65,1233.2,20.45,21.6217848,0.462496509,1247.9,1175.85,1253.65,1251.001905
2017/2/26,1257.2,1257.2,1233.2,24,21.74069556,0.459966884,1253.65,1175.85,1257.2,1254.529253
2017/2/27,1257.2,1257.2,1233.2,24,21.85366078,0.457589239,1257.2,1178.5,1257.2,1254.529253
2017/2/28,1255.6,1257.2,1233.2,24,21.96097775,0.455353132,1257.2,1178.5,1257.2,1254.529253
2017/3/1,1240.4,1257.2,1236.65,20.55,21.89042886,0.456820653,1257.2,1178.5,1255.6,1252.939339
2017/3/2,1238.1,1257.2,1240.4,16.8,21.63590741,0.46219462,1257.2,1178.55,1240.4,1237.844965
2017/3/3,1226.5,1257.2,1238.1,19.1,21.50911204,0.464919239,1257.2,1178.55,1238.1,1235.562537
2017/3/4,1230.95,1257.2,1226.5,30.7,21.96865644,0.455193973,1257.2,1184.85,1226.5,1224.057897
2017/3/5,1230.95,1257.2,1226.5,30.7,22.40522362,0.44632449,1257.2,1184.85,1230.95,1228.469964
2017/3/6,1230.95,1257.2,1226.5,30.7,22.81996244,0.438212816,1257.2,1184.85,1230.95,1228.469964
2017/3/7,1216.65,1255.6,1226.5,29.1,23.13396432,0.432264867,1257.2,1184.85,1230.95,1228.469964
2017/3/8,1209.2,1240.4,1216.65,23.75,23.1647661,0.431690092,1257.2,1184.85,1216.65,1214.298096
2017/3/9,1206.55,1238.1,1209.2,28.9,23.4515278,0.426411451,1257.2,1184.85,1209.2,1206.922249
2017/3/10,1202.65,1230.95,1206.55,24.4,23.49895141,0.425550903,1257.2,1184.85,1206.55,1204.29992
2017/3/11,1204.2,1230.95,1202.65,28.3,23.73900384,0.421247668,1257.2,1184.85,1202.65,1200.441888
2017/3/12,1204.2,1230.95,1202.65,28.3,23.96705364,0.417239438,1257.2,1184.85,1204.2,1201.975028
2017/3/13,1204.2,1230.95,1202.65,28.3,24.18370096,0.41350164,1257.2,1184.85,1204.2,1201.975028
2017/3/14,1204.6,1216.65,1202.65,14,23.67451591,0.42239512,1257.2,1184.85,1204.2,1201.975028
2017/3/15,1198.8,1209.2,1202.65,6.55,22.81829012,0.438244932,1257.2,1184.85,1204.6,1202.370722
2017/3/16,1229.35,1206.55,1198.8,7.75,22.06487561,0.45320899,1257.2,1184.85,1198.8,1196.63485
2017/3/17,1229.6,1229.35,1198.8,30.55,22.48913183,0.444659228,1257.2,1184.85,1229.35,1226.883417
2017/3/18,1232.4,1229.6,1198.8,30.8,22.90467524,0.436592089,1257.2,1184.85,1229.6,1227.13129
2017/3/19,1232.4,1232.4,1198.8,33.6,23.43944148,0.426631326,1257.2,1184.85,1232.4,1229.907976
2017/3/20,1232.4,1232.4,1198.8,33.6,23.9474694,0.417580657,1257.2,1192.8,1232.4,1229.907976
2017/3/21,1241.6,1232.4,1198.8,33.6,24.43009593,0.40933118,1257.2,1192.8,1232.4,1229.907976
2017/3/22,1249.05,1241.6,1198.8,42.8,25.34859114,0.394499242,1257.2,1192.8,1241.6,1239.035959
2017/3/23,1247.5,1249.05,1229.35,19.7,25.06616158,0.398944209,1257.2,1198.8,1249.05,1246.432646
2017/3/24,1247.5,1249.05,1229.6,19.45,24.7853535,0.403464086,1257.2,1198.8,1247.5,1244.893389
2017/3/25,1257.55,1249.05,1232.4,16.65,24.37858583,0.410196066,1257.2,1198.8,1247.5,1244.893389
2017/3/26,1257.55,1257.55,1232.4,25.15,24.41715653,0.409548097,1257.2,1198.8,1257.55,1254.877067
2017/3/27,1257.55,1257.55,1232.4,25.15,24.45379871,0.40893442,1257.55,1198.8,1257.55,1254.877067
2017/3/28,1257.25,1257.55,1241.6,15.95,24.02860877,0.416170578,1257.55,1198.8,1257.55,1254.877067
2017/3/29,1251.1,1257.55,1247.5,10.05,23.32967833,0.428638572,1257.55,1198.8,1257.25,1254.578943
2017/3/30,1248.8,1257.55,1247.5,10.05,22.66569442,0.441195395,1257.55,1198.8,1251.1,1248.468743
2017/3/31,1244.85,1257.55,1247.5,10.05,22.0349097,0.453825323,1257.55,1198.8,1248.8,1246.184366
2017/4/1,1247.25,1257.55,1244.85,12.7,21.56816421,0.463646322,1257.55,1198.8,1244.85,1242.262167
2017/4/2,1247.25,1257.55,1244.85,12.7,21.124756,0.473378249,1257.55,1198.8,1247.25,1244.645138
2017/4/3,1247.25,1257.55,1244.85,12.7,20.7035182,0.483009694,1257.55,1198.8,1247.25,1244.645138
2017/4/4,1257.65,1257.25,1244.85,12.4,20.28834229,0.492893892,1257.55,1198.8,1247.25,1244.645138
2017/4/5,1245.8,1257.65,1244.85,12.8,19.91392518,0.502161172,1257.55,1198.8,1257.65,1254.976446
2017/4/6,1252.5,1257.65,1244.85,12.8,19.55822892,0.511293739,1257.65,1198.8,1245.8,1243.205358
2017/4/7,1266.45,1257.65,1244.85,12.8,19.22031747,0.520282769,1257.65,1198.8,1252.5,1249.859436
2017/4/8,1250.05,1266.45,1245.8,20.65,19.2918016,0.518354906,1257.65,1198.8,1266.45,1263.72463
2017/4/9,1250.05,1266.45,1245.8,20.65,19.35971152,0.516536622,1266.45,1198.8,1250.05,1247.425836
2017/4/10,1250.05,1266.45,1245.8,20.65,19.42422594,0.51482103,1266.45,1198.8,1250.05,1247.425836
2017/4/11,1252.9,1266.45,1245.8,20.65,19.48551465,0.513201739,1266.45,1198.8,1250.05,1247.425836
2017/4/12,1274.3,1266.45,1245.8,20.65,19.54373891,0.51167282,1266.45,1198.8,1252.9,1250.256799
2017/4/13,1284.15,1274.3,1250.05,24.25,19.77905197,0.505585405,1266.45,1198.8,1274.3,1271.533046
2017/4/14,1278.95,1284.15,1250.05,34.1,20.49509937,0.487921518,1274.3,1198.8,1284.15,1281.336903
2017/4/15,1278.95,1284.15,1250.05,34.1,21.1753444,0.472247337,1284.15,1198.8,1278.95,1276.160468
2017/4/16,1278.95,1284.15,1250.05,34.1,21.82157718,0.458262018,1284.15,1198.8,1278.95,1276.160468
2017/4/17,1278.95,1284.15,1250.05,34.1,22.43549832,0.445722215,1284.15,1198.8,1278.95,1276.160468
2017/4/18,1278.95,1284.15,1252.9,31.25,22.87622341,0.437135091,1284.15,1198.8,1278.95,1276.160468
2017/4/19,1279.05,1284.15,1274.3,9.85,22.22491224,0.449945534,1284.15,1198.8,1278.95,1276.160468
2017/4/20,1282.1,1284.15,1278.95,5.2,21.37366662,0.467865443,1284.15,1198.8,1279.05,1276.259973
2017/4/21,1281.85,1282.1,1278.95,3.15,20.46248329,0.488699238,1284.15,1198.8,1282.1,1279.295952
2017/4/22,1269.4,1282.1,1278.95,3.15,19.59685913,0.510285854,1284.15,1198.8,1281.85,1279.047111
2017/4/23,1269.4,1282.1,1269.4,12.7,19.25201617,0.519426117,1284.15,1198.8,1269.4,1266.658494
2017/4/24,1269.4,1282.1,1269.4,12.7,18.92441536,0.528417909,1284.15,1198.8,1269.4,1266.658494
2017/4/25,1267.8,1282.1,1269.4,12.7,18.61319459,0.537253288,1284.15,1198.8,1269.4,1266.658494
2017/4/26,1261.85,1282.1,1267.8,14.3,18.39753486,0.543551083,1284.15,1198.8,1267.8,1265.067162
2017/4/27,1262.8,1282.1,1261.85,20.25,18.49015812,0.540828258,1284.15,1198.8,1261.85,1259.151008
2017/4/28,1266.45,1281.85,1261.85,20,18.56565022,0.538629129,1284.15,1198.8,1262.8,1260.095434
2017/4/29,1255.45,1269.4,1261.85,7.55,18.0148677,0.555097054,1284.15,1198.8,1266.45,1263.72463
2017/4/30,1255.45,1269.4,1255.45,13.95,17.81162432,0.561431109,1284.15,1198.8,1255.45,1252.790298
2017/5/1,1255.45,1269.4,1255.45,13.95,17.6185431,0.56758382,1284.15,1198.8,1255.45,1252.790298
2017/5/2,1255.45,1267.8,1255.45,12.35,17.35511595,0.576198974,1284.15,1198.8,1255.45,1252.790298
2017/5/3,1250.3,1266.45,1255.45,11,17.03736015,0.58694539,1284.15,1198.8,1255.45,1252.790298
2017/5/4,1228.45,1266.45,1250.3,16.15,16.99299214,0.588477881,1284.15,1198.8,1250.3,1247.67413
2017/5/5,1228.05,1266.45,1228.45,38,18.04334254,0.554221036,1284.15,1198.8,1228.45,1225.991079
2017/5/6,1229.8,1255.45,1228.05,27.4,18.51117541,0.54021421,1284.15,1228.45,1228.05,1225.594488
2017/5/7,1229.8,1255.45,1228.05,27.4,18.95561664,0.527548124,1284.15,1228.05,1229.8,1227.329614
2017/5/8,1229.8,1255.45,1228.05,27.4,19.37783581,0.5160535,1284.15,1228.05,1229.8,1227.329614
2017/5/9,1220.4,1255.45,1228.05,27.4,19.77894402,0.505588164,1284.15,1228.05,1229.8,1227.329614
2017/5/10,1222.95,1250.3,1220.4,29.9,20.28499682,0.492975182,1284.15,1228.05,1220.4,1218.012734
2017/5/11,1223.15,1229.8,1220.4,9.4,19.74074698,0.506566444,1284.15,1220.4,1222.95,1220.539401
2017/5/12,1231.25,1229.8,1220.4,9.4,19.22370963,0.520190962,1284.15,1220.4,1223.15,1220.737598
2017/5/13,1233.3,1231.25,1220.4,10.85,18.80502414,0.531772782,1284.15,1220.4,1231.25,1228.767485
2017/5/14,1233.3,1233.3,1220.4,12.9,18.50977294,0.540255142,1284.15,1220.4,1233.3,1230.800622
2017/5/15,1233.3,1233.3,1220.4,12.9,18.22928429,0.548567889,1284.15,1220.4,1233.3,1230.800622
2017/5/16,1234.2,1233.3,1220.4,12.9,17.96282008,0.556705459,1284.15,1220.4,1233.3,1230.800622
2017/5/17,1257.4,1234.2,1222.95,11.25,17.62717907,0.567305747,1284.15,1220.4,1234.2,1231.693338
2017/5/18,1255.9,1257.4,1223.15,34.25,18.45832012,0.54176111,1284.15,1220.4,1257.4,1254.727998
2017/5/19,1252,1257.4,1231.25,26.15,18.84290411,0.530703757,1284.15,1220.4,1255.9,1253.237435
2017/5/20,1258.85,1257.4,1233.3,24.1,19.10575891,0.523402397,1284.15,1220.4,1252,1249.36275
