,Date,Value,High,Low,TR,ATR,upper_bound,lower_bound,Value Shift
53,2016-11-24,1186.1,1229.2,1185.35,43.850000000000136,37.92364308714733,,,1185.35
54,2016-11-25,1187.7,1229.2,1185.35,43.850000000000136,38.219960932789974,,,1186.1
55,2016-11-28,1187.0,1226.75,1185.35,41.40000000000009,38.37896288615048,,,1187.7
56,2016-11-29,1186.55,1214.25,1185.35,28.90000000000009,37.90501474184296,,,1187.0
57,2016-11-30,1178.1,1214.25,1185.35,28.90000000000009,37.45476400475082,,,1186.55
58,2016-12-01,1161.85,1212.25,1178.1,34.15000000000009,37.28952580451328,,,1178.1
59,2016-12-02,1173.5,1187.7,1161.85,25.850000000000136,36.717549514287626,,,1161.85
60,2016-12-05,1162.2,1187.7,1161.85,25.850000000000136,36.174172038573246,,,1173.5
61,2016-12-06,1172.5,1187.7,1161.85,25.850000000000136,35.65796343664459,,,1162.2
62,2016-12-07,1177.65,1187.0,1161.85,25.15000000000009,35.132565264812364,,,1172.5
63,2016-12-08,1171.05,1186.55,1161.85,24.700000000000045,34.61093700157175,,,1177.65
64,2016-12-09,1163.6,1178.1,1161.85,16.25,33.69289015149316,,,1171.05
65,2016-12-12,1156.1,1177.65,1161.85,15.800000000000182,32.79824564391851,,,1163.6
66,2016-12-13,1158.55,1177.65,1156.1,21.550000000000182,32.2358333617226,,,1156.1
67,2016-12-14,1162.25,1177.65,1156.1,21.550000000000182,31.70154169363648,,,1158.55
68,2016-12-15,1126.95,1177.65,1156.1,21.550000000000182,31.193964608954662,,,1162.25
69,2016-12-16,1131.6,1177.65,1126.95,50.700000000000045,32.16926637850693,,,1126.95
70,2016-12-19,1136.25,1171.05,1126.95,44.09999999999991,32.765803059581586,,,1131.6
71,2016-12-20,1125.7,1163.6,1126.95,36.649999999999864,32.9600129066025,,,1136.25
72,2016-12-21,1133.65,1162.25,1125.7,36.549999999999955,33.13951226127237,,,1125.7
73,2016-12-22,1131.35,1162.25,1125.7,36.549999999999955,33.31003664820875,,,1133.65
74,2016-12-23,1131.35,1162.25,1125.7,36.549999999999955,33.47203481579831,,,1131.35
75,2016-12-28,1134.6,1136.25,1125.7,10.549999999999955,32.32593307500839,,,1131.35
76,2016-12-29,1145.9,1136.25,1125.7,10.549999999999955,31.23713642125797,,,1134.6
77,2016-12-30,1145.9,1145.9,1125.7,20.200000000000045,30.68527960019507,,,1145.9
78,2017-01-03,1151.0,1145.9,1125.7,20.200000000000045,30.16101562018532,,,1145.9
79,2017-01-04,1164.25,1151.0,1131.35,19.65000000000009,29.63546483917606,,,1151.0
80,2017-01-05,1176.7,1164.25,1131.35,32.90000000000009,29.79869159721726,,,1164.25
81,2017-01-06,1175.85,1176.7,1131.35,45.350000000000136,30.576257017356404,,,1176.7
82,2017-01-09,1178.5,1176.7,1134.6,42.100000000000136,31.15244416648859,,,1175.85
83,2017-01-10,1189.5,1178.5,1145.9,32.59999999999991,31.224821958164153,,,1178.5
84,2017-01-11,1178.55,1189.5,1145.9,43.59999999999991,31.84358086025594,,,1189.5
85,2017-01-12,1205.05,1189.5,1151.0,38.5,32.17640181724314,,,1178.55
86,2017-01-13,1190.35,1205.05,1164.25,40.799999999999955,32.607581726380985,,,1205.05
87,2017-01-16,1203.0,1205.05,1175.85,29.200000000000045,32.43720264006194,,,1190.35
88,2017-01-17,1216.05,1205.05,1175.85,29.200000000000045,32.27534250805884,,,1203.0
89,2017-01-18,1214.75,1216.05,1178.5,37.549999999999955,32.539075382655895,,,1216.05
90,2017-01-19,1196.05,1216.05,1178.55,37.5,32.7871216135231,,,1214.75
91,2017-01-20,1200.55,1216.05,1178.55,37.5,33.02276553284695,,,1196.05
92,2017-01-23,1212.85,1216.05,1190.35,25.700000000000045,32.6566272562046,,,1200.55
93,2017-01-24,1216.8,1216.05,1190.35,25.700000000000045,32.308795893394375,,,1212.85
94,2017-01-25,1195.0,1216.8,1196.05,20.75,31.730856098724654,,,1216.8
95,2017-01-26,1189.7,1216.8,1195.0,21.799999999999955,31.23431329378842,,,1195.0
96,2017-01-27,1184.85,1216.8,1189.7,27.09999999999991,31.027597629098995,,,1189.7
97,2017-01-30,1192.8,1216.8,1184.85,31.950000000000045,31.073717747644046,,,1184.85
98,2017-01-31,1212.8,1216.8,1184.85,31.950000000000045,31.117531860261845,,,1192.8
99,2017-02-01,1203.65,1216.8,1184.85,31.950000000000045,31.159155267248757,,,1212.8
100,2017-02-02,1221.95,1216.8,1184.85,31.950000000000045,31.19869750388632,,,1203.65
101,2017-02-03,1215.2,1221.95,1184.85,37.100000000000136,31.493762628692007,1340.5,1125.7,1221.95
102,2017-02-06,1226.75,1221.95,1184.85,37.100000000000136,31.774074497257413,1340.5,1125.7,1215.2
103,2017-02-07,1231.0,1226.75,1184.85,41.90000000000009,32.28037077239455,1340.5,1125.7,1226.75
104,2017-02-08,1242.1,1231.0,1192.8,38.200000000000045,32.57635223377482,1340.5,1125.7,1231.0
105,2017-02-09,1236.8,1242.1,1203.65,38.44999999999982,32.87003462208607,1340.5,1125.7,1242.1
106,2017-02-10,1228.3,1242.1,1203.65,38.44999999999982,33.14903289098176,1340.5,1125.7,1236.8
107,2017-02-13,1222.25,1242.1,1215.2,26.899999999999864,32.83658124643266,1340.5,1125.7,1228.3
108,2017-02-14,1230.75,1242.1,1215.2,26.899999999999864,32.539752184111016,1340.5,1125.7,1222.25
109,2017-02-15,1224.4,1242.1,1222.25,19.84999999999991,31.90526457490546,1340.5,1125.7,1230.75
110,2017-02-16,1240.55,1242.1,1222.25,19.84999999999991,31.30250134616018,1340.5,1125.7,1224.4
111,2017-02-17,1241.95,1242.1,1222.25,19.84999999999991,30.729876278852167,1340.5,1125.7,1240.55
112,2017-02-20,1237.3,1241.95,1222.25,19.700000000000045,30.17838246490956,1327.0,1125.7,1241.95
113,2017-02-21,1233.2,1241.95,1222.25,19.700000000000045,29.654463341664087,1322.5,1125.7,1237.3
114,2017-02-22,1236.65,1241.95,1222.25,19.700000000000045,29.156740174580886,1322.5,1125.7,1233.2
115,2017-02-23,1247.9,1241.95,1224.4,17.549999999999955,28.576403165851836,1322.5,1125.7,1236.65
116,2017-02-24,1253.65,1247.9,1224.4,23.5,28.322583007559246,1313.3,1125.7,1247.9
117,2017-02-27,1257.2,1253.65,1233.2,20.450000000000045,27.928953857181284,1303.75,1125.7,1253.65
118,2017-02-28,1255.6,1257.2,1233.2,24.0,27.732506164322217,1303.75,1125.7,1257.2
119,2017-03-01,1240.4,1257.2,1233.2,24.0,27.545880856106105,1303.75,1125.7,1255.6
120,2017-03-02,1238.1,1257.2,1233.2,24.0,27.3685868133008,1303.75,1125.7,1240.4
121,2017-03-03,1226.5,1257.2,1236.65,20.549999999999955,27.02765747263576,1303.75,1125.7,1238.1
122,2017-03-06,1230.95,1257.2,1226.5,30.700000000000045,27.211274599003975,1303.75,1125.7,1226.5
123,2017-03-07,1216.65,1257.2,1226.5,30.700000000000045,27.385710869053774,1303.75,1125.7,1230.95
124,2017-03-08,1209.2,1257.2,1216.65,40.549999999999955,28.043925325601084,1303.75,1125.7,1216.65
125,2017-03-09,1206.55,1255.6,1209.2,46.399999999999864,28.961729059321023,1303.75,1125.7,1209.2
126,2017-03-10,1202.65,1240.4,1206.55,33.850000000000136,29.20614260635498,1303.75,1125.7,1206.55
127,2017-03-13,1204.2,1238.1,1202.65,35.44999999999982,29.51833547603722,1303.75,1125.7,1202.65
128,2017-03-14,1204.6,1230.95,1202.65,28.299999999999955,29.457418702235355,1303.75,1125.7,1204.2
129,2017-03-15,1198.8,1230.95,1202.65,28.299999999999955,29.399547767123586,1303.75,1125.7,1204.6
130,2017-03-16,1229.35,1216.65,1198.8,17.850000000000136,28.822070378767414,1303.75,1125.7,1198.8
131,2017-03-17,1229.6,1229.35,1198.8,30.549999999999955,28.90846685982904,1303.75,1125.7,1229.35
132,2017-03-20,1232.4,1229.6,1198.8,30.799999999999955,29.003043516837586,1303.75,1125.7,1229.6
133,2017-03-21,1241.6,1232.4,1198.8,33.600000000000136,29.232891340995714,1303.75,1125.7,1232.4
134,2017-03-22,1249.05,1241.6,1198.8,42.799999999999955,29.911246773945926,1303.75,1125.7,1241.6
135,2017-03-23,1247.5,1249.05,1198.8,50.25,30.92818443524863,1303.75,1125.7,1249.05
136,2017-03-24,1247.5,1249.05,1198.8,50.25,31.894275213486203,1303.75,1125.7,1247.5
137,2017-03-27,1257.55,1249.05,1229.35,19.700000000000045,31.284561452811896,1303.75,1125.7,1247.5
138,2017-03-28,1257.25,1257.55,1229.6,27.950000000000045,31.117833380171305,1303.75,1125.7,1257.55
139,2017-03-29,1251.1,1257.55,1232.4,25.149999999999864,30.81944171116273,1302.8,1125.7,1257.25
140,2017-03-30,1248.8,1257.55,1241.6,15.950000000000045,30.075969625604596,1302.8,1125.7,1251.1
141,2017-03-31,1244.85,1257.55,1247.5,10.049999999999955,29.074671144324366,1283.05,1125.7,1248.8
142,2017-04-03,1247.25,1257.55,1244.85,12.700000000000045,28.25593758710815,1282.35,1125.7,1244.85
143,2017-04-04,1257.65,1257.55,1244.85,12.700000000000045,27.478140707752743,1281.4,1125.7,1247.25
144,2017-04-05,1245.8,1257.65,1244.85,12.800000000000182,26.744233672365112,1267.5,1125.7,1257.65
145,2017-04-06,1252.5,1257.65,1244.85,12.800000000000182,26.047021988746867,1257.65,1125.7,1245.8
146,2017-04-07,1266.45,1257.65,1244.85,12.800000000000182,25.384670889309533,1257.65,1125.7,1252.5
147,2017-04-10,1250.05,1266.45,1244.85,21.600000000000136,25.195437344844063,1257.65,1125.7,1266.45
148,2017-04-11,1252.9,1266.45,1244.85,21.600000000000136,25.015665477601864,1266.45,1125.7,1250.05
149,2017-04-12,1274.3,1266.45,1245.8,20.65000000000009,24.797382203721774,1266.45,1125.7,1252.9
150,2017-04-13,1284.15,1274.3,1245.8,28.5,24.982513093535687,1266.45,1125.7,1274.3
151,2017-04-18,1278.95,1284.15,1245.8,38.350000000000136,25.65088743885891,1274.3,1125.7,1284.15
152,2017-04-19,1279.05,1284.15,1250.05,34.100000000000136,26.07334306691597,1284.15,1125.7,1278.95
153,2017-04-20,1282.1,1284.15,1250.05,34.100000000000136,26.474675913570177,1284.15,1125.7,1279.05
154,2017-04-21,1281.85,1284.15,1250.05,34.100000000000136,26.855942117891676,1284.15,1125.7,1282.1
155,2017-04-24,1269.4,1284.15,1252.9,31.25,27.07564501199709,1284.15,1125.7,1281.85
156,2017-04-25,1267.8,1284.15,1269.4,14.75,26.459362761397234,1284.15,1125.7,1269.4
157,2017-04-26,1261.85,1284.15,1267.8,16.350000000000136,25.95389462332738,1284.15,1125.7,1267.8
158,2017-04-27,1262.8,1282.1,1261.85,20.25,25.66869989216101,1284.15,1125.7,1261.85
159,2017-04-28,1266.45,1282.1,1261.85,20.25,25.397764897552957,1284.15,1125.7,1262.8
160,2017-05-02,1255.45,1282.1,1261.85,20.25,25.140376652675307,1284.15,1125.7,1266.45
161,2017-05-03,1250.3,1281.85,1255.45,26.399999999999864,25.203357820041536,1284.15,1125.7,1255.45
162,2017-05-04,1228.45,1269.4,1250.3,19.100000000000136,24.898189929039468,1284.15,1125.7,1250.3
163,2017-05-05,1228.05,1267.8,1228.45,39.34999999999991,25.62078043258749,1284.15,1125.7,1228.45
164,2017-05-08,1229.8,1266.45,1228.05,38.40000000000009,26.25974141095812,1284.15,1125.7,1228.05
165,2017-05-09,1220.4,1266.45,1228.05,38.40000000000009,26.866754340410218,1284.15,1125.7,1229.8
166,2017-05-10,1222.95,1266.45,1220.4,46.049999999999955,27.82591662338971,1284.15,1125.7,1220.4
167,2017-05-11,1223.15,1255.45,1220.4,35.049999999999955,28.18712079222022,1284.15,1125.7,1222.95
168,2017-05-12,1231.25,1250.3,1220.4,29.899999999999864,28.272764752609202,1284.15,1125.7,1223.15
169,2017-05-15,1233.3,1231.25,1220.4,10.849999999999909,27.401626514978737,1284.15,1125.7,1231.25
170,2017-05-16,1234.2,1233.3,1220.4,12.899999999999864,26.676545189229795,1284.15,1125.7,1233.3
171,2017-05-17,1257.4,1234.2,1220.4,13.799999999999955,26.032717929768307,1284.15,1125.7,1234.2
172,2017-05-18,1255.9,1257.4,1220.4,37.0,26.58108203327989,1284.15,1125.7,1257.4
173,2017-05-19,1252.0,1257.4,1222.95,34.450000000000045,26.9745279316159,1284.15,1131.35,1255.9
174,2017-05-22,1258.85,1257.4,1223.15,34.25,27.338301535035107,1284.15,1131.35,1252.0
175,2017-05-23,1260.2,1258.85,1231.25,27.59999999999991,27.35138645828335,1284.15,1131.35,1258.85
176,2017-05-24,1252.55,1260.2,1233.3,26.90000000000009,27.32881713536919,1284.15,1134.6,1260.2
177,2017-05-25,1256.95,1260.2,1234.2,26.0,27.262376278600733,1284.15,1145.9,1252.55
178,2017-05-26,1265.05,1260.2,1252.0,8.200000000000045,26.309257464670697,1284.15,1145.9,1256.95
179,2017-05-30,1262.7,1265.05,1252.0,13.049999999999955,25.64629459143716,1284.15,1151.0,1265.05
180,2017-05-31,1266.2,1265.05,1252.0,13.049999999999955,25.0164798618653,1284.15,1164.25,1262.7
181,2017-06-01,1264.85,1266.2,1252.55,13.650000000000091,24.44815586877204,1284.15,1175.85,1266.2
182,2017-06-02,1274.95,1266.2,1252.55,13.650000000000091,23.908248075333443,1284.15,1175.85,1264.85
183,2017-06-05,1279.95,1274.95,1252.55,22.40000000000009,23.832835671566777,1284.15,1178.5,1274.95
184,2017-06-06,1293.5,1279.95,1256.95,23.0,23.791193887988438,1284.15,1178.55,1279.95
185,2017-06-07,1291.0,1293.5,1262.7,30.799999999999955,24.141634193589013,1284.15,1178.55,1293.5
186,2017-06-08,1273.1,1293.5,1262.7,30.799999999999955,24.47455248390956,1293.5,1184.85,1291.0
187,2017-06-09,1266.55,1293.5,1264.85,28.65000000000009,24.683324859714084,1293.5,1184.85,1273.1
188,2017-06-12,1266.4,1293.5,1264.85,28.65000000000009,24.881658616728384,1293.5,1184.85,1266.55
189,2017-06-13,1262.0,1293.5,1266.4,27.09999999999991,24.99257568589196,1293.5,1184.85,1266.4
190,2017-06-14,1275.5,1293.5,1262.0,31.5,25.317946901597363,1293.5,1184.85,1262.0
191,2017-06-15,1254.55,1293.5,1262.0,31.5,25.627049556517495,1293.5,1184.85,1275.5
192,2017-06-16,1255.4,1291.0,1254.55,36.450000000000045,26.168197078691623,1293.5,1184.85,1254.55
193,2017-06-19,1248.15,1275.5,1254.55,20.950000000000045,25.907287224757045,1293.5,1184.85,1255.4
194,2017-06-20,1242.2,1275.5,1248.15,27.34999999999991,25.979422863519186,1293.5,1184.85,1248.15
195,2017-06-21,1242.5,1275.5,1242.2,33.299999999999955,26.345451720343227,1293.5,1184.85,1242.2
196,2017-06-22,1250.8,1275.5,1242.2,33.299999999999955,26.693179134326066,1293.5,1184.85,1242.5
197,2017-06-23,1255.7,1275.5,1242.2,33.299999999999955,27.02352017760976,1293.5,1184.85,1250.8
198,2017-06-26,1245.25,1255.7,1242.2,13.5,26.347344168729272,1293.5,1192.8,1255.7
199,2017-06-27,1249.55,1255.7,1242.2,13.5,25.70497696029281,1293.5,1198.8,1245.25
200,2017-06-28,1248.0,1255.7,1242.2,13.5,25.09472811227817,1293.5,1198.8,1249.55
201,2017-06-29,1243.5,1255.7,1242.2,13.5,24.51499170666426,1293.5,1198.8,1248.0
202,2017-06-30,1242.25,1255.7,1242.5,13.200000000000045,23.94924212133105,1293.5,1198.8,1243.5
203,2017-07-03,1229.25,1255.7,1242.25,13.450000000000045,23.4242800152645,1293.5,1198.8,1242.25
204,2017-07-04,1223.75,1255.7,1229.25,26.450000000000045,23.575566014501277,1293.5,1198.8,1229.25
205,2017-07-05,1220.3,1249.55,1223.75,25.799999999999955,23.68678771377621,1293.5,1198.8,1223.75
206,2017-07-06,1224.9,1249.55,1220.3,29.25,23.9649483280874,1293.5,1198.8,1220.3
207,2017-07-07,1215.65,1248.0,1220.3,27.700000000000045,24.15170091168303,1293.5,1198.8,1224.9
208,2017-07-10,1211.9,1243.5,1215.65,27.84999999999991,24.336615866098875,1293.5,1198.8,1215.65
209,2017-07-11,1211.05,1242.25,1211.9,30.34999999999991,24.637285072793926,1293.5,1198.8,1211.9
210,2017-07-12,1218.8,1229.25,1211.05,18.200000000000045,24.315420819154234,1293.5,1198.8,1211.05
211,2017-07-13,1218.9,1224.9,1211.05,13.850000000000136,23.792149778196528,1293.5,1198.8,1218.8
212,2017-07-14,1230.3,1224.9,1211.05,13.850000000000136,23.29504228928671,1293.5,1198.8,1218.9
213,2017-07-17,1234.1,1230.3,1211.05,19.25,23.092790174822376,1293.5,1198.8,1230.3
214,2017-07-18,1240.75,1234.1,1211.05,23.049999999999955,23.090650666081252,1293.5,1198.8,1234.1
215,2017-07-19,1242.15,1240.75,1211.05,29.700000000000045,23.421118132777192,1293.5,1198.8,1240.75
216,2017-07-20,1238.7,1242.15,1211.05,31.100000000000136,23.80506222613834,1293.5,1198.8,1242.15
217,2017-07-21,1248.55,1242.15,1218.8,23.350000000000136,23.782309114831428,1293.5,1198.8,1238.7
218,2017-07-24,1255.55,1248.55,1218.9,29.649999999999864,24.07569365908985,1293.5,1198.8,1248.55
219,2017-07-25,1254.4,1255.55,1230.3,25.25,24.134408976135358,1293.5,1198.8,1255.55
220,2017-07-26,1248.1,1255.55,1234.1,21.450000000000045,24.000188527328593,1293.5,1198.8,1254.4
221,2017-07-27,1261.1,1255.55,1238.7,16.84999999999991,23.64267910096216,1293.5,1198.8,1248.1
222,2017-07-28,1264.9,1261.1,1238.7,22.399999999999864,23.580545145914044,1293.5,1198.8,1261.1
223,2017-07-31,1267.55,1264.9,1238.7,26.200000000000045,23.711517888618346,1293.5,1198.8,1264.9
224,2017-08-01,1270.95,1267.55,1248.1,19.450000000000045,23.49844199418743,1293.5,1198.8,1267.55
225,2017-08-02,1269.6,1270.95,1248.1,22.850000000000136,23.466019894478066,1293.5,1198.8,1270.95
226,2017-08-03,1268.1,1270.95,1248.1,22.850000000000136,23.43521889975417,1293.5,1198.8,1269.6
227,2017-08-04,1257.7,1270.95,1248.1,22.850000000000136,23.405957954766468,1293.5,1198.8,1268.1
228,2017-08-07,1258.0,1270.95,1257.7,13.25,22.898160057028143,1293.5,1198.8,1257.7
229,2017-08-08,1261.8,1270.95,1257.7,13.25,22.415752054176735,1293.5,1198.8,1258.0
230,2017-08-09,1271.05,1270.95,1257.7,13.25,21.9574644514679,1293.5,1198.8,1261.8
231,2017-08-10,1284.4,1271.05,1257.7,13.349999999999909,21.5270912288945,1293.5,1211.05,1271.05
232,2017-08-11,1286.1,1284.4,1257.7,26.700000000000045,21.785736667449775,1293.5,1211.05,1284.4
233,2017-08-14,1282.3,1286.1,1257.7,28.399999999999864,22.11644983407728,1293.5,1211.05,1286.1
234,2017-08-15,1270.3,1286.1,1257.7,28.399999999999864,22.43062734237341,1293.5,1211.05,1282.3
235,2017-08-16,1272.75,1286.1,1258.0,28.09999999999991,22.714095975254732,1293.5,1211.05,1270.3
236,2017-08-17,1285.15,1286.1,1261.8,24.299999999999955,22.793391176491994,1293.5,1211.05,1272.75
237,2017-08-18,1295.8,1286.1,1270.3,15.799999999999955,22.443721617667393,1293.5,1211.05,1285.15
238,2017-08-21,1292.9,1295.8,1270.3,25.5,22.596535536784025,1293.5,1211.05,1295.8
239,2017-08-22,1284.2,1295.8,1270.3,25.5,22.74170875994482,1295.8,1211.05,1292.9
240,2017-08-23,1286.65,1295.8,1270.3,25.5,22.87962332194758,1295.8,1211.05,1284.2
241,2017-08-24,1289.0,1295.8,1270.3,25.5,23.0106421558502,1295.8,1211.05,1286.65
242,2017-08-25,1285.3,1295.8,1272.75,23.049999999999955,23.012610048057688,1295.8,1211.05,1289.0
243,2017-08-29,1318.65,1295.8,1284.2,11.599999999999909,22.4419795456548,1295.8,1211.05,1285.3
244,2017-08-30,1308.5,1318.65,1284.2,34.450000000000045,23.04238056837206,1295.8,1211.05,1318.65
245,2017-08-31,1311.75,1318.65,1284.2,34.450000000000045,23.61276153995346,1318.65,1211.05,1308.5
246,2017-09-01,1320.4,1318.65,1284.2,34.450000000000045,24.15462346295579,1318.65,1211.05,1311.75
247,2017-09-04,1333.1,1320.4,1285.3,35.100000000000136,24.701892289808008,1318.65,1211.05,1320.4
248,2017-09-05,1335.55,1333.1,1285.3,47.799999999999955,25.8567976753176,1320.4,1211.05,1333.1
249,2017-09-06,1337.85,1335.55,1285.3,50.25,27.076457791551718,1333.1,1211.05,1335.55
250,2017-09-07,1343.5,1337.85,1308.5,29.34999999999991,27.190134901974126,1335.55,1211.05,1337.85
251,2017-09-08,1346.25,1343.5,1308.5,35.0,27.580628156875417,1337.85,1211.05,1343.5
252,2017-09-11,1334.2,1346.25,1311.75,34.5,27.92659674903165,1343.5,1211.05,1346.25
253,2017-09-12,1326.5,1346.25,1320.4,25.84999999999991,27.82276691158006,1346.25,1211.05,1334.2
254,2017-09-13,1327.55,1346.25,1326.5,19.75,27.419128566001056,1346.25,1211.05,1326.5
255,2017-09-14,1324.55,1346.25,1326.5,19.75,27.035672137701006,1346.25,1211.05,1327.55
256,2017-09-15,1322.85,1346.25,1324.55,21.700000000000045,26.768888530815957,1346.25,1211.05,1324.55
257,2017-09-18,1312.1,1346.25,1322.85,23.40000000000009,26.600444104275162,1346.25,1211.05,1322.85
258,2017-09-19,1309.6,1346.25,1312.1,34.15000000000009,26.977921899061407,1346.25,1211.05,1312.1
259,2017-09-20,1311.3,1334.2,1309.6,24.600000000000136,26.85902580410834,1346.25,1211.05,1309.6
260,2017-09-21,1292.1,1327.55,1309.6,17.950000000000045,26.413574513902926,1346.25,1211.05,1311.3
261,2017-09-22,1294.8,1327.55,1292.1,35.450000000000045,26.865395788207785,1346.25,1211.05,1292.1
262,2017-09-25,1293.3,1324.55,1292.1,32.450000000000045,27.144625998797398,1346.25,1211.05,1294.8
263,2017-09-26,1300.05,1322.85,1292.1,30.75,27.324894698857527,1346.25,1211.05,1293.3
264,2017-09-27,1282.55,1312.1,1292.1,20.0,26.95864996391465,1346.25,1211.05,1300.05
265,2017-09-28,1283.35,1311.3,1282.55,28.75,27.048217465718913,1346.25,1211.05,1282.55
266,2017-09-29,1283.1,1311.3,1282.55,28.75,27.133306592432966,1346.25,1211.05,1283.35
267,2017-10-02,1273.7,1300.05,1282.55,17.5,26.651641262811317,1346.25,1211.05,1283.1
268,2017-10-03,1271.25,1300.05,1273.7,26.34999999999991,26.63655919967075,1346.25,1211.05,1273.7
269,2017-10-04,1274.25,1300.05,1271.25,28.799999999999955,26.744731239687212,1346.25,1211.05,1271.25
270,2017-10-05,1274.5,1300.05,1271.25,28.799999999999955,26.847494677702848,1346.25,1211.05,1274.25
271,2017-10-06,1261.8,1283.35,1271.25,12.099999999999909,26.1101199438177,1346.25,1211.05,1274.5
272,2017-10-09,1278.75,1283.35,1261.8,21.549999999999955,25.882113946626816,1346.25,1211.05,1261.8
273,2017-10-10,1291.4,1283.1,1261.8,21.299999999999955,25.653008249295475,1346.25,1211.05,1278.75
274,2017-10-11,1289.25,1291.4,1261.8,29.600000000000136,25.85035783683071,1346.25,1211.05,1291.4
275,2017-10-12,1290.25,1291.4,1261.8,29.600000000000136,26.037839944989184,1346.25,1211.05,1289.25
276,2017-10-13,1299.6,1291.4,1261.8,29.600000000000136,26.215947947739732,1346.25,1211.05,1290.25
