Date,Value,High,Low,TR,ATR,Unit,upper_bound,lower_bound,Value Shift,Predict
2016/11/20,729.06,748.98,702.28,46.7,30.89718294,0.323654102,747.52,702.28,748.98,835.6551868
2016/11/21,738.53,748.98,706.46,42.52,31.47832379,0.317678923,748.98,702.28,729.06,817.1344326
2016/11/22,736.97,748.98,710.91,38.07,31.8079076,0.314387231,748.98,702.28,738.53,825.9379618
2016/11/23,741.63,748.98,711.73,37.25,32.08001222,0.31172058,748.98,702.28,736.97,824.487697
2016/11/24,737.45,748.98,729.06,19.92,31.47201161,0.317742638,748.98,702.28,741.63,828.8203218
2016/11/25,735.64,748.98,729.06,19.92,30.89441103,0.323683141,748.98,706.46,737.45,824.9339459
2016/11/26,733.67,748.98,729.06,19.92,30.34569048,0.329536084,748.98,710.91,735.64,823.2512429
2016/11/27,727.96,741.63,729.06,12.57,29.45690595,0.339478967,748.98,711.73,733.67,821.4198021
2016/11/28,727.31,741.63,727.96,13.67,28.66756066,0.348826331,748.98,729.06,727.96,816.1119653
2016/11/29,732.71,741.63,727.31,14.32,27.95018262,0.357779415,748.98,727.96,727.31,815.5080345
2016/11/30,742.69,741.63,727.31,14.32,27.26867349,0.366721176,748.98,727.31,732.71,820.5273748
2016/12/1,742.05,742.69,727.31,15.38,26.67423982,0.374893533,748.98,727.31,742.69,829.8058511
2016/12/2,772.43,742.69,727.31,15.38,26.10952783,0.383001947,748.98,727.31,742.05,829.2109348
2016/12/3,764.33,772.43,727.31,45.12,27.06005143,0.369548448,748.98,727.31,772.43,857.4700063
2016/12/4,762.97,772.43,727.31,45.12,27.96304886,0.357614795,772.43,727.31,764.33,849.9334605
2016/12/5,754.63,772.43,727.31,45.12,28.82089642,0.346970471,772.43,727.31,762.97,848.6680968
2016/12/6,756.62,772.43,732.71,39.72,29.3658516,0.340531585,772.43,727.31,754.63,840.9099583
2016/12/7,758.99,772.43,742.05,30.38,29.41655902,0.339944587,772.43,727.31,756.62,842.7611182
2016/12/8,769.72,772.43,742.05,30.38,29.46473107,0.33938881,772.43,727.31,758.99,844.9656714
2016/12/9,770.02,772.43,754.63,17.8,28.88149451,0.34624247,772.43,727.31,769.72,854.9483287
2016/12/10,769.08,770.02,754.63,15.39,28.20691979,0.354522935,772.43,732.71,770.02,855.2273531
2016/12/11,777,770.02,754.63,15.39,27.5660738,0.362764755,772.43,742.05,769.08,854.352849
2016/12/12,777,777,754.63,22.37,27.30627011,0.366216256,772.43,742.05,777,861.7229803
2016/12/13,777.99,777,756.62,20.38,26.9599566,0.370920478,777,754.63,777,861.7229803
2016/12/14,774.89,777.99,758.99,19,26.56195877,0.376478259,777,754.63,777.99,862.644141
2016/12/15,776.75,777.99,769.08,8.91,25.67936084,0.389417792,777.99,754.63,774.89,859.759281
2016/12/16,775.88,777.99,769.08,8.91,24.84089279,0.402562021,777.99,754.63,776.75,861.4902604
2016/12/17,788.7,777.99,769.08,8.91,24.04434815,0.415898154,777.99,756.62,775.88,860.6805474
2016/12/18,788.4,788.7,774.89,13.81,23.53263075,0.424941865,777.99,758.99,788.7,872.6134528
2016/12/19,788.67,788.7,774.89,13.81,23.04649921,0.43390538,788.7,769.08,788.4,872.333865
2016/12/20,793.09,788.7,774.89,13.81,22.58467425,0.442778138,788.7,769.08,788.67,872.5854236
2016/12/21,824.21,793.09,774.89,18.2,22.36544054,0.447118401,788.7,769.08,793.09,876.7002586
2016/12/22,834.97,824.21,775.88,48.33,23.66366851,0.422588746,793.09,774.89,824.21,905.6858006
2016/12/23,901.31,834.97,775.88,59.09,25.43498508,0.393159263,824.21,774.89,834.97,915.7130018
2016/12/24,891.61,901.31,788.4,112.91,29.80873583,0.335472127,834.97,774.89,901.31,977.5957091
2016/12/25,892.6,901.31,788.4,112.91,33.96379904,0.294431138,901.31,774.89,891.61,968.5411142
2016/12/26,897.33,901.31,788.67,112.64,37.89760909,0.263868889,901.31,775.88,892.6,969.4651976
2016/12/27,930.37,901.31,793.09,108.22,41.41372863,0.241465821,901.31,775.88,897.33,973.8803607
2016/12/28,930.34,930.37,824.21,106.16,44.6510422,0.223958938,901.31,788.4,930.37,1004.735584
2016/12/29,963.38,930.37,834.97,95.4,47.18849009,0.211916083,930.37,788.4,930.34,1004.707907
2016/12/30,952.15,963.38,891.61,71.77,48.41756559,0.206536613,930.37,788.67,963.38,1035.588449
2016/12/31,958.12,963.38,891.61,71.77,49.58518731,0.201673131,963.38,793.09,952.15,1025.089575
2017/1/1,997.72,963.38,892.6,70.78,50.64492794,0.197453139,963.38,824.21,958.12,1030.670626
2017/1/2,1015.97,997.72,897.33,100.39,53.13218154,0.188209852,963.38,834.97,997.72,1067.711079
2017/1/3,1013.42,1015.97,930.34,85.63,54.75707247,0.182624811,997.72,891.61,1015.97,1084.793857
2017/1/4,1126.76,1015.97,930.34,85.63,56.30071884,0.177617626,1015.97,891.61,1013.42,1082.40648
2017/1/5,994.67,1126.76,952.15,174.61,62.2161829,0.160729886,1015.97,892.6,1126.76,1188.660262
2017/1/6,999.65,1126.76,952.15,174.61,67.83587376,0.147414627,1126.76,897.33,994.67,1064.856959
2017/1/7,896.83,1126.76,958.12,168.64,72.87608007,0.137219236,1126.76,930.34,999.65,1069.517307
2017/1/8,908.14,1126.76,896.83,229.93,80.72877606,0.123871567,1126.76,930.34,896.83,973.4135829
2017/1/9,910.49,1126.76,896.83,229.93,88.18883726,0.113393036,1126.76,896.83,908.14,983.9725643
2017/1/10,906.05,1126.76,896.83,229.93,95.2758954,0.104958342,1126.76,896.83,910.49,986.1671523
2017/1/11,785.22,1126.76,896.83,229.93,102.0086006,0.09803095,1126.76,896.83,906.05,982.0212246
2017/1/12,780.92,999.65,785.22,214.43,107.6296706,0.092911183,1126.76,896.83,785.22,869.3736148
2017/1/13,826.29,999.65,780.92,218.73,113.1846871,0.088351174,1126.76,785.22,780.92,865.3712135
2017/1/14,817.91,910.49,780.92,129.57,114.0039527,0.087716257,1126.76,780.92,826.29,907.6239355
2017/1/15,819.55,910.49,780.92,129.57,114.7822551,0.087121481,1126.76,780.92,817.91,899.8161473
2017/1/16,830.5,910.49,780.92,129.57,115.5216423,0.086563866,1126.76,780.92,819.55,901.3439854
2017/1/17,903.84,906.05,780.92,125.13,116.0020602,0.086205366,1126.76,780.92,830.5,911.5471438
2017/1/18,906.6,903.84,780.92,122.92,116.3479572,0.085949081,1126.76,780.92,903.84,979.9580498
2017/1/19,895.798875,906.6,780.92,125.68,116.8145593,0.085605767,1126.76,780.92,906.6,982.5347999
2017/1/20,893.6210875,906.6,817.91,88.69,115.4083314,0.086648857,1126.76,780.92,895.798875,972.4510121
2017/1/21,895.64,906.6,817.91,88.69,114.0724148,0.087663613,1126.76,780.92,893.6210875,970.4181906
2017/1/22,918.603625,906.6,819.55,87.05,112.7212941,0.088714383,1126.76,780.92,895.64,972.3027672
2017/1/23,922.0736125,918.603625,830.5,88.103625,111.4904106,0.089693813,1126.76,780.92,918.603625,993.7444039
2017/1/24,919.97,922.0736125,893.6210875,28.452525,107.3385163,0.093163203,1126.76,817.91,922.0736125,996.9854391
2017/1/25,893.045625,922.0736125,893.6210875,28.452525,103.3942168,0.096717208,1126.76,817.91,919.97,995.0205778
2017/1/26,915.95625,922.0736125,893.045625,29.0279875,99.6759053,0.100325148,999.65,819.55,893.045625,969.8810581
2017/1/27,915.05,922.0736125,893.045625,29.0279875,96.14350941,0.104011181,999.65,830.5,915.95625,991.2719183
2017/1/28,920.31225,922.0736125,893.045625,29.0279875,92.78773331,0.107772867,922.0736125,893.045625,915.05,990.4256194
2017/1/29,915.933,922.0736125,893.045625,29.0279875,89.59974602,0.111607459,922.0736125,893.045625,920.31225,995.3404135
2017/1/30,912.19,922.0736125,893.045625,29.0279875,86.5711581,0.115511912,922.0736125,893.045625,915.933,991.2501921
2017/1/31,964.706075,920.31225,893.045625,27.266625,83.60593144,0.119608739,922.0736125,893.045625,912.19,987.7546053
2017/2/1,979.703875,964.706075,893.045625,71.66045,83.00865737,0.120469362,922.0736125,893.045625,964.706075,1036.828635
2017/2/2,983.42,979.703875,912.19,67.513875,82.23391825,0.121604324,964.706075,893.045625,979.703875,1050.854963
2017/2/3,1013.027,983.42,912.19,71.23,81.68372234,0.122423412,979.703875,893.045625,983.42,1054.331148
2017/2/4,1030.999413,1013.027,912.19,100.837,82.64138622,0.121004747,983.42,893.045625,1013.027,1082.038438
2017/2/5,1034.07,1030.999413,912.19,118.809413,84.44978756,0.11841356,1013.027,893.045625,1030.999413,1098.867651
2017/2/6,1024.01375,1034.07,912.19,121.88,86.32129818,0.115846265,1030.999413,912.19,1034.07,1101.743462
2017/2/7,1050.11,1034.07,964.706075,69.363925,85.47342952,0.116995423,1034.07,912.19,1024.01375,1092.325438
2017/2/8,1052.84,1050.11,979.703875,70.406125,84.7200643,0.118035793,1034.07,912.19,1050.11,1116.770425
2017/2/9,976.103,1052.84,983.42,69.42,83.95506108,0.119111342,1050.11,912.19,1052.84,1119.328618
2017/2/10,999.1035,1052.84,976.103,76.737,83.59415803,0.119625584,1052.84,912.19,976.103,1047.486811
2017/2/11,997.59,1052.84,976.103,76.737,83.25130013,0.120118244,1052.84,964.706075,999.1035,1069.005845
2017/2/12,1000.604625,1052.84,976.103,76.737,82.92558512,0.120590045,1052.84,976.103,997.59,1067.589454
2017/2/13,999.877375,1052.84,976.103,76.737,82.61615586,0.121041701,1052.84,976.103,1000.604625,1070.410756
2017/2/14,1001.2,1052.84,976.103,76.737,82.32219807,0.121473919,1052.84,976.103,999.877375,1069.730308
2017/2/15,1012.325988,1052.84,976.103,76.737,82.04293817,0.121887395,1052.84,976.103,1001.2,1070.967959
2017/2/16,1035.208125,1012.325988,976.103,36.222988,79.75194066,0.125388798,1052.84,976.103,1012.325988,1081.382252
2017/2/17,1035.2,1035.208125,997.59,37.618125,77.64524988,0.128790879,1052.84,976.103,1035.208125,1102.809663
2017/2/18,1056.637138,1035.208125,997.59,37.618125,75.64389363,0.132198377,1052.84,976.103,1035.2,1102.801952
2017/2/19,1052.779286,1056.637138,999.877375,56.759763,74.6996871,0.133869369,1052.84,976.103,1056.637138,1122.887059
2017/2/20,1050.87,1056.637138,999.877375,56.759763,73.8026909,0.135496415,1056.637138,976.103,1052.779286,1119.271715
2017/2/21,1123.788429,1056.637138,1001.2,55.437138,72.88441325,0.137203547,1056.637138,997.59,1050.87,1117.482634
2017/2/22,1123.223188,1123.788429,1012.325988,111.462441,74.81331464,0.133666047,1056.637138,997.59,1123.788429,1185.870723
2017/2/23,1130.01,1123.788429,1035.2,88.588429,75.50207036,0.132446699,1123.788429,999.877375,1123.223188,1185.340281
2017/2/24,1174.86625,1130.01,1035.2,94.81,76.46746684,0.130774569,1123.788429,999.877375,1130.01,1191.711291
2017/2/25,1150.605714,1174.86625,1050.87,123.99625,78.843906,0.126832884,1130.01,1001.2,1174.86625,1233.846649
2017/2/26,1150.37,1174.86625,1050.87,123.99625,81.1015232,0.123302246,1174.86625,1012.325988,1150.605714,1211.052145
2017/2/27,1190.75195,1174.86625,1050.87,123.99625,83.24625954,0.120125517,1174.86625,1035.2,1150.37,1210.830658
2017/2/28,1187.565286,1190.75195,1123.223188,67.528762,82.46038466,0.121270354,1174.86625,1035.2,1190.75195,1248.779524
2017/3/1,1190.89,1190.75195,1123.223188,67.528762,81.71380353,0.122378345,1190.75195,1050.87,1187.565286,1245.783569
2017/3/2,1259.410817,1190.89,1130.01,60.88,80.67211335,0.123958572,1190.75195,1050.87,1190.89,1248.909318
2017/3/3,1285.14,1259.410817,1150.37,109.040817,82.09054853,0.121816703,1190.89,1050.87,1259.410817,1313.385079
2017/3/4,1287,1285.14,1150.37,134.77,84.72452111,0.118029584,1259.410817,1123.223188,1285.14,1337.621959
2017/3/5,1270.9333,1287,1150.37,136.63,87.31979505,0.11452157,1285.14,1123.223188,1287,1339.3747
2017/3/6,1275.197375,1287,1187.565286,99.434714,87.925541,0.113732596,1287,1130.01,1270.9333,1324.237451
2017/3/7,1279.5,1287,1187.565286,99.434714,88.50099965,0.112993074,1287,1150.37,1275.197375,1328.25429
2017/3/8,1157.3933,1287,1190.89,96.11,88.88144967,0.112509416,1287,1150.37,1279.5,1332.30782
2017/3/9,1192.469143,1287,1157.3933,129.6067,90.91771218,0.109989569,1287,1150.37,1157.3933,1217.428226
2017/3/10,1192.09,1287,1157.3933,129.6067,92.85216157,0.107698085,1287,1157.3933,1192.469143,1250.394091
2017/3/11,1179.159875,1287,1157.3933,129.6067,94.6898885,0.105607897,1287,1157.3933,1192.09,1250.037599
2017/3/12,1227.494625,1279.5,1157.3933,122.1067,96.06072907,0.104100813,1287,1157.3933,1179.159875,1237.882221
2017/3/13,1227.68,1279.5,1157.3933,122.1067,97.36302762,0.102708392,1287,1157.3933,1227.494625,1283.339955
2017/3/14,1245.370786,1279.5,1157.3933,122.1067,98.60021124,0.101419661,1287,1157.3933,1227.68,1283.514539
2017/3/15,1257.399625,1245.370786,1157.3933,87.977486,98.06907497,0.101968944,1287,1157.3933,1245.370786,1300.165224
2017/3/16,1257,1257.399625,1179.159875,78.23975,97.07760873,0.103010366,1287,1157.3933,1257.399625,1311.490995
2017/3/17,1091.171888,1257.399625,1179.159875,78.23975,96.13571579,0.104019614,1287,1157.3933,1257,1311.114713
2017/3/18,952.2323625,1257.399625,1091.171888,166.227737,99.64031685,0.100360982,1287,1157.3933,1091.171888,1155.26572
2017/3/19,967.69,1257.399625,952.2323625,305.1672625,109.9166641,0.090978016,1287,1091.171888,952.2323625,1025.166585
2017/3/20,1049.084488,1257.399625,952.2323625,305.1672625,119.6791941,0.083556712,1287,952.2323625,967.69,1039.618633
2017/3/21,1118.630043,1257.399625,952.2323625,305.1672625,128.9535975,0.077547274,1287,952.2323625,1049.084488,1115.80965
2017/3/22,1113,1257.399625,952.2323625,305.1672625,137.7642807,0.072587756,1287,952.2323625,1118.630043,1181.028889
2017/3/23,1038.789,1257,952.2323625,304.7676375,146.1144486,0.068439501,1287,952.2323625,1113,1175.745067
2017/3/24,941.9197143,1118.630043,952.2323625,166.3976805,147.1286102,0.067967746,1287,952.2323625,1038.789,1106.163942
2017/3/25,927.93,1118.630043,941.9197143,176.7103287,148.6076961,0.067291266,1287,952.2323625,941.9197143,1015.527814
2017/3/26,956.7863125,1118.630043,927.93,190.700043,150.7123134,0.066351579,1279.5,941.9197143,927.93,1002.45631
2017/3/27,1037.22925,1118.630043,927.93,190.700043,152.7116999,0.065482867,1279.5,927.93,956.7863125,1029.423714
2017/3/28,1041.04,1118.630043,927.93,190.700043,154.6111171,0.064678402,1279.5,927.93,1037.22925,1104.702796
2017/3/29,1040.5755,1113,927.93,185.07,156.1340612,0.064047524,1257.399625,927.93,1041.04,1108.272541
2017/3/30,1037.90455,1041.04,927.93,113.11,153.9828582,0.064942294,1257.399625,927.93,1040.5755,1107.837419
2017/3/31,1034.74,1041.04,927.93,113.11,151.9392152,0.065815793,1257.399625,927.93,1037.90455,1105.335355
2017/4/1,1086.929571,1041.04,927.93,113.11,149.9977545,0.066667665,1257.399625,927.93,1034.74,1102.371126
2017/4/2,1099.169125,1086.929571,956.7863125,130.1432585,149.0050297,0.067111829,1257.399625,927.93,1086.929571,1151.286805
2017/4/3,1079.99,1099.169125,1034.74,64.429125,144.7762344,0.06907211,1257.399625,927.93,1099.169125,1162.767511
2017/4/4,1141.600363,1099.169125,1034.74,64.429125,140.758879,0.071043476,1257.399625,927.93,1079.99,1144.778959
2017/4/5,1133.079314,1141.600363,1034.74,106.860363,139.0639532,0.071909361,1257.399625,927.93,1141.600363,1202.594298
2017/4/6,1133.53,1141.600363,1034.74,106.860363,137.4537737,0.072751731,1257,956.7863125,1133.079314,1194.592805
2017/4/7,1190.45425,1141.600363,1034.74,106.860363,135.9241031,0.073570469,1141.600363,1034.74,1133.53,1195.016131
2017/4/8,1181.149838,1190.45425,1079.99,110.46425,134.6511105,0.074266005,1141.600363,1034.74,1190.45425,1248.499514
2017/4/9,1184.03,1190.45425,1079.99,110.46425,133.4417675,0.074939055,1190.45425,1034.74,1181.149838,1239.752712
2017/4/10,1207.744875,1190.45425,1079.99,110.46425,132.2928916,0.075589851,1190.45425,1034.74,1184.03,1242.459995
2017/4/11,1226.617038,1207.744875,1133.079314,74.665561,129.4115251,0.07727287,1190.45425,1034.74,1207.744875,1264.759481
2017/4/12,1219.09,1226.617038,1133.079314,93.537724,127.617835,0.078358954,1207.744875,1079.99,1226.617038,1282.514221
2017/4/13,1180.023713,1226.617038,1133.53,93.087038,125.8912952,0.07943361,1226.617038,1079.99,1219.09,1275.431776
2017/4/14,1185.260057,1226.617038,1180.023713,46.593325,121.9263966,0.082016694,1226.617038,1079.99,1180.023713,1238.694011
2017/4/15,1170.36,1226.617038,1180.023713,46.593325,118.1597431,0.084631193,1226.617038,1133.079314,1185.260057,1243.616517
2017/4/16,1186.927413,1226.617038,1170.36,56.257038,115.0646078,0.086907696,1226.617038,1133.079314,1170.36,1229.611634
2017/4/17,1205.634875,1226.617038,1170.36,56.257038,112.1242293,0.089186789,1226.617038,1133.53,1186.927413,1245.183758
2017/4/18,1176.97,1226.617038,1170.36,56.257038,109.3308698,0.091465476,1226.617038,1170.36,1205.634875,1262.774971
2017/4/19,1217.930088,1219.09,1170.36,48.73,106.3008263,0.094072646,1226.617038,1170.36,1176.97,1235.823905
2017/4/20,1241.686325,1217.930088,1170.36,47.570088,103.3642894,0.096745211,1226.617038,1170.36,1217.930088,1274.340679
2017/4/21,1236.63,1241.686325,1170.36,71.326325,101.7623911,0.098268131,1226.617038,1170.36,1241.686325,1296.696857
2017/4/22,1261.311225,1241.686325,1170.36,71.326325,100.2405878,0.09975999,1241.686325,1170.36,1236.63,1291.937456
2017/4/23,1257.988113,1261.311225,1176.97,84.341225,99.44561968,0.100557471,1241.686325,1170.36,1261.311225,1315.174722
2017/4/24,1240.84,1261.311225,1176.97,84.341225,98.69039995,0.101326978,1261.311225,1170.36,1257.988113,1312.04524
2017/4/25,1279.414688,1261.311225,1176.97,84.341225,97.9729412,0.102068999,1261.311225,1170.36,1240.84,1295.900137
2017/4/26,1309.109875,1279.414688,1217.930088,61.4846,96.14852414,0.104005757,1261.311225,1170.36,1279.414688,1332.227464
2017/4/27,1288.02,1309.109875,1236.63,72.479875,94.96509169,0.105301852,1279.414688,1176.97,1309.109875,1360.214906
2017/4/28,1331.294429,1309.109875,1236.63,72.479875,93.84083085,0.106563421,1309.109875,1176.97,1288.02,1340.336074
2017/4/29,1334.979038,1331.294429,1240.84,90.454429,93.67151076,0.106756045,1309.109875,1176.97,1331.294429,1381.136242
2017/4/30,1333,1334.979038,1240.84,94.139038,93.69488712,0.10672941,1331.294429,1217.930088,1334.979038,1384.612004
2017/5/1,1417.172813,1334.979038,1240.84,94.139038,93.71709466,0.106704119,1334.979038,1236.63,1333,1382.745175
2017/5/2,1452.076288,1417.172813,1279.414688,137.758125,95.91914618,0.104254473,1334.979038,1236.63,1417.172813,1462.225151
2017/5/3,1447.55,1452.076288,1288.02,164.056288,99.32600327,0.10067857,1417.172813,1240.84,1452.076288,1495.227919
2017/5/4,1508.292125,1452.076288,1288.02,164.056288,102.5625175,0.097501507,1452.076288,1240.84,1447.55,1490.946494
2017/5/5,1533.335071,1508.292125,1331.294429,176.997696,106.2842764,0.094087294,1452.076288,1240.84,1508.292125,1548.436433
2017/5/6,1518.75,1533.335071,1333,200.335071,110.9868162,0.090100792,1508.292125,1279.414688,1533.335071,1572.161182
2017/5/7,1535.868429,1533.335071,1333,200.335071,115.4542289,0.086614411,1533.335071,1288.02,1518.75,1558.34208
2017/5/8,1640.619225,1535.868429,1417.172813,118.695616,115.6162983,0.086492996,1533.335071,1288.02,1535.868429,1574.562046
2017/5/9,1651.1,1640.619225,1447.55,193.069225,119.4889446,0.083689751,1535.868429,1331.294429,1640.619225,1673.947405
2017/5/10,1762.88625,1651.1,1447.55,203.55,123.6919974,0.080845974,1640.619225,1333,1651.1,1683.90404
2017/5/11,1820.990563,1762.88625,1508.292125,254.594125,130.2371037,0.076783034,1651.1,1333,1762.88625,1790.238248
2017/5/12,1829,1820.990563,1518.75,302.240563,138.8372767,0.072026766,1762.88625,1417.172813,1820.990563,1845.609025
2017/5/13,1771.920013,1829,1518.75,310.25,147.4079129,0.067838963,1820.990563,1447.55,1829,1853.246912
2017/5/14,1776.3165,1829,1535.868429,293.131571,154.6940958,0.064643708,1829,1447.55,1771.920013,1798.84265
2017/5/15,1780,1829,1640.619225,188.380775,156.3784297,0.063947438,1829,1508.292125,1776.3165,1803.030833
2017/5/16,1739.031975,1829,1651.1,177.9,157.4545083,0.063510408,1829,1518.75,1780,1806.539977
2017/5/17,1807.485063,1829,1739.031975,89.968025,154.0801841,0.064901272,1829,1518.75,1739.031975,1767.526212
2017/5/18,1783.98,1829,1739.031975,89.968025,150.8745761,0.066280219,1829,1535.868429,1807.485063,1832.732775
2017/5/19,1961.520488,1829,1739.031975,89.968025,147.8292486,0.067645612,1829,1640.619225,1783.98,1810.331948
2017/5/20,2052.909788,1961.520488,1739.031975,222.488513,151.5622118,0.065979507,1829,1651.1,1961.520488,1979.804684
