,Date,Bitcoin_Profit,Bitcoin_Mean_Profit,Bitcoin_Var,Gold_Profit,Gold_Mean_Profit,Gold_Var,Corr,U
25,2018-10-31,-0.04194915638651851,-2.418392521197092e-07,4.734211101603366e-12,-0.005008927545612785,8.103510140814785e-07,2.3477079230337392e-11,-0.36756580471345074,-0.06946149722694277
26,2018-11-30,-0.3515974478458552,-2.7449580365758297e-06,9.572820705880167e-11,0.004459900182592747,9.044377568004925e-09,1.6612880030658053e-11,-0.09137694064927453,-0.25437482218129365
27,2018-12-30,-0.10451444807736808,-8.722458042380493e-07,9.558234631388933e-11,0.0067324386239249944,1.113743961887062e-06,1.0943446690487227e-11,-0.07542729014211325,-0.07906024750799193
28,2019-01-29,-0.1458397671796357,-9.152607434136403e-07,3.144605098562581e-11,0.013950249971201353,4.5803907924017957e-07,8.278702676513412e-12,0.0674974928205723,-0.09081552528014766
29,2019-02-28,-0.07815266185138671,5.737737649951529e-07,5.7119170824015695e-11,-0.020484713674418537,3.9431546215487696e-07,9.605592638245523e-12,-0.10911775322394497,-0.07230964147238403
30,2019-03-30,0.19314763928606649,4.2505537352087144e-07,9.628839118825731e-12,-0.021902121935508216,-5.463200892888617e-07,1.9511971990925405e-11,0.004726133786884928,0.1291289549704541
31,2019-04-29,-0.031205297236760084,1.8104782048411852e-06,5.0113150853913395e-11,-0.01873802596805697,-3.246919884273684e-07,7.811927326398548e-12,0.006044595527833851,-0.026830433313097337
32,2019-05-29,-0.010525871886851446,2.3510000385440695e-06,3.7803953164350314e-11,0.011606649218689983,-2.985954737751033e-08,8.735812096342243e-12,0.15243488453800025,0.01211954733095609
33,2019-06-28,-0.05386288009711929,1.1433184127285985e-06,1.6481646442376865e-11,-0.017668313539192418,2.279658462477634e-06,3.908830595756319e-11,-0.25360758375623094,-0.0696333064183485
34,2019-07-28,-0.20337673416076235,-1.0026898886727725e-06,3.7261175324108805e-11,-0.010403918871987296,2.5921809562019756e-07,2.6341861871881784e-11,0.10715803258044991,-0.13423329614286822
35,2019-08-27,-0.14167186183199804,3.994331256248054e-08,1.0884801799397053e-11,0.0033575126390292236,1.7159210327583804e-06,3.785771671808223e-11,-0.0598475582398497,-0.1044470431015037
36,2019-09-26,-0.20995581092315535,-6.572475559210991e-07,1.0979021366254289e-11,-0.027214863850979827,-7.113690752853598e-08,1.5506840237680014e-11,0.012238805084231917,-0.15384845226427069
37,2019-10-26,0.10645164253975342,-6.282958134194662e-07,1.0062252042691785e-11,-0.01791421132423694,-2.366220145815689e-07,2.2289935206479648e-11,-0.05144549018868587,0.06374010991421258
38,2019-11-25,-0.21651719816909112,-1.5534965456521922e-07,2.098241198150954e-11,-0.035393139415599524,-8.413822022655029e-07,1.3265195829787212e-11,-0.26930373818243714,-0.19045687304646192
39,2019-12-25,-0.0640848096093185,-6.838442085916398e-08,1.8991940606809127e-11,0.020468896160852845,3.6151539296459576e-07,5.4548692880994205e-12,-0.08263059964000392,-0.047394910835569015
40,2020-01-24,-0.0065354431956548,6.541686801997548e-07,1.1863420637755973e-11,0.0033449958680312917,1.1496633031853579e-06,1.6128568774242757e-11,0.018561223584427584,-0.0016223829965517518
41,2020-02-23,-0.04197157109059826,3.728685057229951e-07,8.307087935894529e-12,-0.0005262064427362261,1.3753237091534567e-06,1.3604823034117732e-11,0.032807653376435444,-0.02609315808906647
42,2020-03-24,-0.326638922496769,-3.2388252463042908e-06,4.295192985511652e-10,-0.029733423217414574,-2.0136412544943005e-06,1.334147759767481e-10,-0.145750690879213,-0.25287109514404416
43,2020-04-23,0.03992676662552632,7.289684826366114e-07,3.9821807375168595e-11,-0.0035133566794879746,2.2908374867476925e-06,8.721987794967284e-11,0.19923423698006582,0.047814324530610186
44,2020-05-23,-0.08693147799345767,1.0895668469795442e-06,2.0471651056790406e-11,-0.0163541606131671,2.4466040625746986e-07,1.667831636585382e-11,0.14788044983694038,-0.05023083554072568
45,2020-06-22,-0.05523626956664041,7.520743006876853e-08,9.315218959950704e-12,0.0037706524391975032,2.896828063334011e-07,2.3048562202322847e-11,0.3523365061755835,-0.000538859813133355
46,2020-07-22,-0.003707968200249651,-8.667067378339662e-08,2.509908120671887e-12,0.049387372391522605,8.213544353143141e-07,7.642140687116304e-12,0.15695435282179007,0.02870084102452881
47,2020-08-21,-0.044018156424581005,7.552048416644772e-07,7.010184435763974e-12,-0.06123444162252377,7.365373913057451e-07,6.046952745160484e-11,0.0965345601655571,-0.03904691316214172
48,2020-09-20,-0.07756609565345016,-2.4425763614869636e-07,7.130342057765609e-12,-0.03305684082439729,-1.8315767722333413e-07,2.340297244890093e-11,-0.13588402628830795,-0.07848114196220657
49,2020-10-20,0.11048678514112595,1.3907055373882124e-07,2.6177191695943313e-12,-0.002082999220981612,-4.916177854135185e-08,1.6187515152758104e-11,0.09342799244668794,0.08652578904076569
50,2020-11-19,0.0057821769801783855,9.743184666191478e-07,4.110531937366844e-12,-0.034251666838417155,-3.022897064586172e-07,2.999551058671134e-11,-0.13525695416205602,-0.020429956350059283
51,2020-12-19,-0.056000233286325814,3.8768850113021434e-07,3.992375739070779e-12,-0.006460224249636365,5.45288613476204e-09,3.285401247536105e-11,0.4083195458236938,0.0017353217386254366
52,2021-01-18,-0.3054366393125196,5.003420025884329e-07,1.946683259452149e-12,-0.04231370831617946,-4.7059447426679464e-07,2.03523840246004e-11,-0.2446797386089136,-0.25219113256616066
53,2021-02-17,-0.30764507761332693,1.8866277752683685e-07,2.2549732589492237e-12,-0.030510796222770645,-4.1208445511154173e-07,2.1409877470322153e-11,-0.03851832784951659,-0.22854921761884336
54,2021-03-19,-0.44296113027481965,1.0883109047782919e-07,8.082960198654657e-13,-0.03970807601870036,-7.515804560503216e-07,1.8302363338094376e-11,0.272445645240381,-0.2933784212467222
55,2021-04-18,-0.4575607505942937,1.6886132097457932e-08,2.3609392503953983e-13,0.01309166074950694,5.133250268132722e-07,1.8405725653276327e-11,-0.39474416630851095,-0.357813164652661
56,2021-05-18,-0.48920931451331723,-1.964297034492175e-07,8.067070167312755e-13,0.017854621567675418,7.900239895084785e-07,1.3674778429413863e-11,0.5952255591586227,-0.274591449976551
57,2021-06-17,-0.3369879792385765,-1.6036409587411822e-07,2.6722250427687012e-12,-0.06541244094074367,5.961550725939724e-08,9.389798385836758e-12,-0.03718584188796897,-0.25941983114638617
58,2021-07-17,-0.3189570336442107,-2.4475661223768816e-07,1.4579431586005348e-12,-0.0010302680480183972,-3.842299518306172e-07,3.07275658324356e-11,0.07712329400827571,-0.2154810580927441
59,2021-08-16,-0.3376450255655081,3.2569924631612247e-07,7.986330785108215e-13,-0.022023061280271084,-4.0722814197450866e-07,2.197885132298561e-11,-0.2678847312707871,-0.2710863330621849
